time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
2019/07/11/08:58:37.900546,1.30407115817,0.0,0.0,0.0,0.0,0.373073959351
2019/07/11/08:58:37.903072,1.28615248203,0.0,0.0,0.0,0.0,0.378462648392
2019/07/11/08:58:37.911856,1.2393283546,0.0,0.0,0.0,0.0,0.392623233795
2019/07/11/08:58:37.938132,1.21866291761,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:37.945368,1.20087504387,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:37.945383,1.18648767471,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:37.950002,1.1749778688,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:37.957555,1.17040005326,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:37.970661,1.16490679979,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:38.020377,1.16490679979,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:38.078171,1.16490679979,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:38.123058,1.16490679979,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:38.171579,1.16490679979,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:38.180242,1.16490679979,0.0,0.0,0.0,0.0,0.398064255714
2019/07/11/08:58:38.188216,1.16490679979,0.0,0.0,0.0,0.0,0.377259349823
2019/07/11/08:58:38.195815,1.16863435507,0.0,0.0,0.0,0.0,0.216400647163
2019/07/11/08:58:38.203287,1.16863435507,0.0,0.0,0.0,0.0,0.21087243557
2019/07/11/08:58:38.210198,1.16863435507,0.0,0.0,0.0,0.0,0.184713709354
2019/07/11/08:58:38.218091,1.16863435507,0.0,0.0,0.0,0.0,0.16178123951
2019/07/11/08:58:38.225518,1.17353913188,0.0,0.0,0.0,0.0,0.132169556618
2019/07/11/08:58:38.240049,1.17353913188,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.248156,1.17353913188,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.255855,1.17353913188,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.270048,1.17353913188,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.277666,1.17353913188,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.308101,1.1850489378,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.337803,1.1850489378,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.353199,1.1850489378,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.368344,1.1850489378,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.398205,1.1850489378,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.412977,1.19041147828,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.420867,1.20950737596,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.427632,1.23148074746,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.436160,1.28471374512,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.485983,1.28471374512,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.525199,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.540522,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.555861,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.606035,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.656116,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.706244,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.756731,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.807622,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.857646,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.908077,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:38.965416,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.013785,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.063386,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.111155,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.119750,1.48168891668,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.129259,1.41446095705,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.134770,1.34435561299,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.142463,1.2766045332,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.149500,1.21500071883,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.161842,1.16418743134,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.163670,1.14332583547,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.170394,1.08773857355,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.180346,1.07289344072,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.185369,1.05209729075,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.194383,1.00618869066,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.201493,1.00089159608,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.210726,0.983888447285,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.217468,0.968520194292,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.225290,0.955375403166,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.239909,0.950143665075,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.247526,0.950143665075,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.257874,0.950143665075,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.319116,1.03313219547,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.319130,1.04640778899,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.326251,1.09957534075,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.326262,1.10323753953,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.332950,1.11461663246,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.337304,1.11984837055,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.350020,1.13135817647,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.357691,1.14260646701,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.365761,1.14260646701,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.380333,1.1477727592,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.410779,1.1477727592,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.427810,1.15954425931,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.475636,1.15954425931,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.536865,1.15954425931,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.576106,1.15954425931,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.620365,1.15954425931,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.627579,1.16503760219,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.635586,1.16503760219,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.643753,1.16503760219,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.651245,1.16503760219,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.660067,1.16503760219,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.668276,1.17778989673,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.678386,1.17778989673,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.689148,1.17778989673,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.692966,1.17778989673,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.703560,1.17778989673,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.710166,1.17778989673,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.718554,1.18295627832,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.733633,1.1968857944,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.740907,1.21284261346,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.762658,1.23448893428,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.769917,1.29125341773,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.783922,1.3374235332,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.783932,1.35848128796,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.800219,1.48077329993,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.808563,1.48430478573,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.815629,1.48953652382,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.832817,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.838572,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.867688,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.878275,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.884247,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.890340,1.44330096245,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:39.897869,1.38575175405,0.0,0.0,0.0,0.0,0.0776896595955
2019/07/11/08:58:39.905116,1.31983181834,0.0,0.0,0.0,0.0,0.079102230072
2019/07/11/08:58:39.912805,1.25397723913,0.0,0.0,0.0,0.0,0.0947625875473
2019/07/11/08:58:39.920838,1.18642231822,0.0,0.0,0.0,0.0,0.110388064384
2019/07/11/08:58:39.927619,1.10650742054,0.0,0.0,0.0,0.0,0.128210878372
2019/07/11/08:58:39.935744,1.0309740901,0.0,0.0,0.0,0.0,0.149364566803
2019/07/11/08:58:39.942554,0.968650907278,0.0,0.0,0.0,0.0,0.175488400459
2019/07/11/08:58:39.949861,0.91823002696,0.0,0.0,0.0,0.0,0.204960560799
2019/07/11/08:58:39.957178,0.898087799549,0.0,0.0,0.0,0.0,0.233613085747
2019/07/11/08:58:39.964834,0.845574170351,0.0,0.0,0.0,0.0,0.259492778778
2019/07/11/08:58:39.972314,0.832690984011,0.0,0.0,0.0,0.0,0.283698320389
2019/07/11/08:58:39.979943,0.815949440002,0.0,0.0,0.0,0.0,0.306177377701
2019/07/11/08:58:39.987255,0.799469411373,0.0,0.0,0.0,0.0,0.325290679932
2019/07/11/08:58:39.995389,0.784689724445,0.0,0.0,0.0,0.0,0.341823005676
2019/07/11/08:58:40.002482,0.771937340498,0.0,0.0,0.0,0.0,0.357587981224
2019/07/11/08:58:40.010940,0.766640245914,0.0,0.0,0.0,0.0,0.373161149025
2019/07/11/08:58:40.018535,0.75519579649,0.0,0.0,0.0,0.0,0.38815882206
2019/07/11/08:58:40.025214,0.751010388136,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.040066,0.745974808931,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.062766,0.734791964293,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.113194,0.734791964293,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.115917,0.74008910358,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.122749,0.79286429286,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.130210,0.810652256012,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.137713,0.863296687603,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.146439,0.881084650755,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.153398,0.932682663202,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.161023,0.951124638319,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.168470,1.0021340847,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.175277,1.01606360078,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.184887,1.03509414196,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:58:40.190166,1.05451700091,0.0,0.0,0.0,0.0,0.388594794273
2019/07/11/08:58:40.197680,1.07237032056,0.0,0.0,0.0,0.0,0.368975758553
2019/07/11/08:58:40.206348,1.08793473244,0.0,0.0,0.0,0.0,0.344822525978
2019/07/11/08:58:40.213861,1.10062167048,0.0,0.0,0.0,0.0,0.318140649796
2019/07/11/08:58:40.220158,1.10062167048,0.0,0.0,0.0,0.0,0.292906188965
2019/07/11/08:58:40.227819,1.11278548837,0.0,0.0,0.0,0.0,0.269991159439
2019/07/11/08:58:40.234821,1.11278548837,0.0,0.0,0.0,0.0,0.249831485748
2019/07/11/08:58:40.242447,1.11278548837,0.0,0.0,0.0,0.0,0.233299183846
2019/07/11/08:58:40.249851,1.11278548837,0.0,0.0,0.0,0.0,0.219905924797
2019/07/11/08:58:40.257334,1.11782106757,0.0,0.0,0.0,0.0,0.214569544792
2019/07/11/08:58:40.272518,1.11782106757,0.0,0.0,0.0,0.0,0.193625116348
2019/07/11/08:58:40.287964,1.11782106757,0.0,0.0,0.0,0.0,0.190625584126
2019/07/11/08:58:40.299164,1.11782106757,0.0,0.0,0.0,0.0,0.186178600788
2019/07/11/08:58:40.308858,1.11782106757,0.0,0.0,0.0,0.0,0.174319982529
2019/07/11/08:58:40.316597,1.11782106757,0.0,0.0,0.0,0.0,0.169314944744
2019/07/11/08:58:40.320357,1.11782106757,0.0,0.0,0.0,0.0,0.15346275568
2019/07/11/08:58:40.320367,1.11782106757,0.0,0.0,0.0,0.0,0.148300778866
2019/07/11/08:58:40.332926,1.11782106757,0.0,0.0,0.0,0.0,0.132867121696
2019/07/11/08:58:40.335340,1.11782106757,0.0,0.0,0.0,0.0,0.12772257328
2019/07/11/08:58:40.340309,1.11782106757,0.0,0.0,0.0,0.0,0.11249819994
2019/07/11/08:58:40.347591,1.10415315628,0.0,0.0,0.0,0.0,0.106778156757
2019/07/11/08:58:40.354918,1.08636519313,0.0,0.0,0.0,0.0,0.0871068000793
2019/07/11/08:58:40.362925,1.0664845705,0.0,0.0,0.0,0.0,0.0725799918175
2019/07/11/08:58:40.370694,1.01298996806,0.0,0.0,0.0,0.0,0.0577218353748
2019/07/11/08:58:40.377903,0.965642720461,0.0,0.0,0.0,0.0,0.0421312391758
2019/07/11/08:58:40.385124,0.916856646538,0.0,0.0,0.0,0.0,0.026279053092
2019/07/11/08:58:40.392637,0.895537286997,0.0,0.0,0.0,0.0,0.0100955232978
2019/07/11/08:58:40.400238,0.838184326887,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.407965,0.823797047138,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.416876,0.805289715528,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.422580,0.786978632212,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.430087,0.770629405975,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.437716,0.757092297077,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.445179,0.751860558987,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.455619,0.746498018503,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.465719,0.746498018503,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.475391,0.734072595835,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.485352,0.734072595835,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.498862,0.729298621416,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.498871,0.729298621416,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.505561,0.724001482129,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.543725,0.718573585153,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.598464,0.718573585153,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.623947,0.730802759528,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.634176,0.785932302475,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.643203,0.807774782181,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.652723,0.87722620368,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.656719,0.930851608515,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.658964,0.9852617383,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.679061,1.18145218492,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.685153,1.24711051583,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.693011,1.30668702722,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.700337,1.3578273654,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.707762,1.3798006475,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.715397,1.43833082914,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.722672,1.45297971368,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.730269,1.47227177024,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.738720,1.49169462919,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.746192,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.795738,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.846225,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.896472,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.949718,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:40.997636,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.048487,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.098023,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.149687,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.198760,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.248935,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.299448,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.350158,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.400387,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.456165,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.500822,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.562796,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.601740,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.653299,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.702778,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.755624,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.802999,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.853685,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.903687,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:41.954049,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.007257,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.056653,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.112122,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.156152,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.209450,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.259572,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.306658,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.356890,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.407689,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.457893,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.509909,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.559795,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.608939,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.659049,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.709441,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.760149,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.810298,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.860637,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.911569,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:42.962763,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.015222,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.063878,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.112736,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.163022,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.213944,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.263586,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.313485,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.363952,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.414284,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.465224,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.515247,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.565972,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.616369,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.667753,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.716584,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.768893,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.818838,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.871915,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.920540,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:43.976716,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.018886,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.069120,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.119547,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.170417,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.220226,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.284220,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.320829,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.371434,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.426642,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.472473,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.522764,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.577865,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.623737,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.673667,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.728444,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.776157,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.824565,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.877746,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.975400,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:44.982174,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.029870,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.076407,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.127261,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.155481,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.178289,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.202434,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.255157,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.257542,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.308213,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.354223,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.404311,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.454781,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:58:45.469819,0.0,0.0,0.0,0.0,0.0,0.0
2019/07/11/08:59:05.097697,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:05.307611,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:05.307635,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:06.008742,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:06.008779,0.099527399987,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:06.012269,0.149555951357,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:06.012297,0.149555951357,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:06.019480,0.149555951357,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:06.070333,0.149555951357,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:06.121671,0.149555951357,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:06.438486,0.149555951357,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:06.438522,0.341560967267,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:07.291968,0.341560967267,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:07.291978,0.751729756594,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:07.355946,0.762977957726,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:07.355955,1.36848700047,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:08.018559,1.38418221474,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:08.018569,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:08.018599,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:08.324837,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:59:08.324847,1.5,0.0,0.0,0.0,0.0,0.252325296402
2019/07/11/08:59:08.359071,1.5,0.0,0.0,0.0,0.0,0.259039354324
2019/07/11/08:59:08.359077,1.5,0.0,0.0,0.0,0.0,0.260207796097
2019/07/11/08:59:08.403506,1.5,0.0,0.0,0.0,0.0,0.260207796097
2019/07/11/08:59:08.453827,1.5,0.0,0.0,0.0,0.0,0.260207796097
2019/07/11/08:59:08.916833,1.5,0.0,0.0,0.0,0.0,0.230491471291
