time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
2019/07/11/08:56:45.867942,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:45.918198,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:46.532286,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:46.532296,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:48.427689,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:48.427698,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:48.433902,1.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:48.433912,0.0,0.0,0.0,0.0,0.0,0.0
2019/07/11/08:56:48.602978,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.249234,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.249249,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.430041,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.430050,0.386750176549,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.618213,0.522121578455,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.618224,0.920518934727,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.624112,1.00429219007,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.625600,1.00867375731,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.638318,1.02234175801,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.640367,1.03489789367,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.646851,1.04039123654,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.661817,1.05510556698,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.676596,1.06674617529,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:49.707561,1.07178175449,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:50.180013,1.07178175449,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:50.180024,1.08302995563,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:50.762641,1.08302995563,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:50.762653,1.08793473244,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:50.762661,1.09918293357,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:50.804947,1.09918293357,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:50.847001,1.10389155149,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:51.215140,1.13246995211,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:51.215151,1.21859756112,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:51.215163,1.22415626049,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.278147,1.24835309386,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.278182,1.23972067237,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.278188,1.23488134146,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.280334,1.22415626049,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.280344,1.12141790986,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.280355,1.14142933488,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.429883,1.1919156611,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.429892,1.01756778359,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.663975,0.859896093607,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:52.663988,0.0,0.0,0.0,0.0,0.0,0.0
2019/07/11/08:56:57.129879,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.129886,0.0172189790756,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.129919,0.0432469062507,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.132215,0.0932100713253,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.132224,0.5,0.0,0.0,0.0,0.0,0.0119440726936
2019/07/11/08:56:57.145570,0.5,0.0,0.0,0.0,0.0,0.0302726179361
2019/07/11/08:56:57.145584,0.5,0.0,0.0,0.0,0.0,0.0600412428379
2019/07/11/08:56:57.152201,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.152210,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.474745,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.474754,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.478710,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.478718,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.490050,0.146246880293,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.490059,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.583680,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.583689,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:57.583726,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:58.232759,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:58.232776,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:58.232781,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:58.312579,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:58.312613,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:59.066277,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:59.066287,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:56:59.599262,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:00.260738,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:00.260748,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:00.260770,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:00.263331,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:00.263339,0.5,0.0,0.0,0.0,0.0,0.0540944933891
2019/07/11/08:57:00.264693,0.5,0.0,0.0,0.0,0.0,0.0634418785572
2019/07/11/08:57:00.264700,0.5,0.0,0.0,0.0,0.0,0.155049717426
2019/07/11/08:57:00.267689,0.5,0.0,0.0,0.0,0.0,0.16329843998
2019/07/11/08:57:00.267695,0.5,0.0,0.0,0.0,0.0,0.270182991028
2019/07/11/08:57:00.267737,0.5,0.0,0.0,0.0,0.0,0.275903010368
2019/07/11/08:57:00.497401,0.5,0.0,0.0,0.0,0.0,0.29738805294
2019/07/11/08:57:00.497408,0.5,0.0,0.0,0.0,0.0,0.230648422241
2019/07/11/08:57:00.789552,0.5,0.0,0.0,0.0,0.0,0.199223089218
2019/07/11/08:57:00.789562,0.5,0.0,0.0,0.0,0.0,0.115567493439
2019/07/11/08:57:01.197451,0.5,0.0,0.0,0.0,0.0,0.102662527561
2019/07/11/08:57:01.197460,0.5,0.0,0.0,0.0,0.0,0.0572335422039
2019/07/11/08:57:01.197495,0.5,0.0,0.0,0.0,0.0,0.0296273678541
2019/07/11/08:57:01.625648,0.5,0.0,0.0,0.0,0.0,0.0104094274342
2019/07/11/08:57:01.625662,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:02.154885,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:02.154896,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:02.154935,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:02.802165,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:02.802175,0.5,0.0,0.0,0.0,0.0,0.00652049779892
2019/07/11/08:57:03.148135,0.5,0.0,0.0,0.0,0.0,0.0107058934867
2019/07/11/08:57:03.148139,0.5,0.0,0.0,0.0,0.0,0.0585065960884
2019/07/11/08:57:03.180261,0.5,0.0,0.0,0.0,0.0,0.0643661499023
2019/07/11/08:57:03.201009,0.5,0.0,0.0,0.0,0.0,0.065813601017
2019/07/11/08:57:03.967453,0.5,0.0,0.0,0.0,0.0,0.0699466824532
2019/07/11/08:57:03.967477,0.5,0.0,0.0,0.0,0.0,0.0725102365017
2019/07/11/08:57:04.728402,0.5,0.0,0.0,0.0,0.0,0.0739402472973
2019/07/11/08:57:04.728410,0.5,0.0,0.0,0.0,0.0,0.0795556485653
2019/07/11/08:57:05.300446,0.5,0.0,0.0,0.0,0.0,0.0896703541279
2019/07/11/08:57:05.300458,0.5,0.0,0.0,0.0,0.0,0.0980411469936
2019/07/11/08:57:06.085211,0.5,0.0,0.0,0.0,0.0,0.0994362771511
2019/07/11/08:57:06.085223,0.5,0.0,0.0,0.0,0.0,0.109306836128
2019/07/11/08:57:06.941470,0.5,0.0,0.0,0.0,0.0,0.109306836128
2019/07/11/08:57:06.941480,0.5,0.0,0.0,0.0,0.0,0.109306836128
2019/07/11/08:57:07.652671,0.5,0.0,0.0,0.0,0.0,0.109306836128
2019/07/11/08:57:07.652681,0.5,0.0,0.0,0.0,0.0,0.0968727231026
2019/07/11/08:57:08.052832,0.5,0.0,0.0,0.0,0.0,0.0968727231026
2019/07/11/08:57:08.052846,0.5,0.0,0.0,0.0,0.0,0.0583845257759
2019/07/11/08:57:08.225439,0.5,0.0,0.0,0.0,0.0,0.0534841239452
2019/07/11/08:57:08.225451,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:08.395460,0.5,0.0,0.0,0.0,0.0,0.0877520501614
2019/07/11/08:57:08.395475,0.5,0.0,0.0,0.0,0.0,0.227701210976
2019/07/11/08:57:08.395490,0.5,0.0,0.0,0.0,0.0,0.241216564178
2019/07/11/08:57:08.518026,0.5,0.0,0.0,0.0,0.0,0.279164147377
2019/07/11/08:57:08.518034,0.466647624969,0.0,0.0,0.0,0.0,0.364947319031
2019/07/11/08:57:08.652213,0.460849106312,0.0,0.0,0.0,0.0,0.367667818069
2019/07/11/08:57:08.652222,0.414722561836,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:57:08.976438,0.37485229969,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:57:08.976449,0.37485229969,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:57:09.335655,0.37485229969,0.0,0.0,0.0,0.0,0.4
2019/07/11/08:57:09.335664,0.5,0.0,0.0,0.0,0.0,0.313676214218
2019/07/11/08:57:09.492207,0.5,0.0,0.0,0.0,0.0,0.302201247215
2019/07/11/08:57:09.492217,0.5,0.0,0.0,0.0,0.0,0.254697012901
2019/07/11/08:57:09.635846,0.5,0.0,0.0,0.0,0.0,0.192788040638
2019/07/11/08:57:09.635858,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:09.635863,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:09.829532,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:09.829544,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:09.829551,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:10.086577,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:10.086588,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:10.086610,0.5,0.0,0.0,0.0,0.0,-0.0415906250477
2019/07/11/08:57:10.398035,0.5,0.0,0.0,0.0,0.0,-0.0668773889542
2019/07/11/08:57:10.398045,0.5,0.0,0.0,0.0,0.0,-0.142441225052
2019/07/11/08:57:10.430964,0.5,0.0,0.0,0.0,0.0,-0.156096076965
2019/07/11/08:57:10.430977,0.5,0.0,0.0,0.0,0.0,-0.202641153336
2019/07/11/08:57:10.430983,0.5,0.0,0.0,0.0,0.0,-0.206669592857
2019/07/11/08:57:10.818084,0.5,0.0,0.0,0.0,0.0,-0.214831113815
2019/07/11/08:57:10.818094,0.5,0.0,0.0,0.0,0.0,-0.219260668755
2019/07/11/08:57:10.829789,0.5,0.0,0.0,0.0,0.0,-0.219260668755
2019/07/11/08:57:10.872074,0.5,0.0,0.0,0.0,0.0,-0.219260668755
2019/07/11/08:57:10.929395,0.5,0.0,0.0,0.0,0.0,-0.219260668755
2019/07/11/08:57:11.229735,0.5,0.0,0.0,0.0,0.0,-0.218196868896
2019/07/11/08:57:11.229746,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:11.949861,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:11.949870,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.026720,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.026782,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.034599,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.084971,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.103942,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.153647,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.290484,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.290497,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.290502,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.537868,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.537876,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.695556,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:12.695567,0.5,0.0,0.0,0.0,0.0,0.0102699145675
2019/07/11/08:57:12.868094,0.5,0.0,0.0,0.0,0.0,0.0166352033615
2019/07/11/08:57:12.868104,0.5,0.0,0.0,0.0,0.0,0.0638255417347
2019/07/11/08:57:13.262536,0.5,0.0,0.0,0.0,0.0,0.0665111660957
2019/07/11/08:57:13.262544,0.5,0.0,0.0,0.0,0.0,0.0896877944469
2019/07/11/08:57:13.325495,0.5,0.0,0.0,0.0,0.0,0.0910131692886
2019/07/11/08:57:13.330033,0.5,0.0,0.0,0.0,0.0,0.0910131692886
2019/07/11/08:57:13.383353,0.5,0.0,0.0,0.0,0.0,0.0910131692886
2019/07/11/08:57:14.047099,0.5,0.0,0.0,0.0,0.0,0.0910131692886
2019/07/11/08:57:14.047108,0.5,0.0,0.0,0.0,0.0,0.108312809467
2019/07/11/08:57:14.496661,0.5,0.0,0.0,0.0,0.0,0.108312809467
2019/07/11/08:57:14.496671,0.5,0.0,0.0,0.0,0.0,0.0805496811867
2019/07/11/08:57:14.496699,0.5,0.0,0.0,0.0,0.0,0.0805496811867
2019/07/11/08:57:14.529869,0.5,0.0,0.0,0.0,0.0,0.0805496811867
2019/07/11/08:57:14.579284,0.5,0.0,0.0,0.0,0.0,0.0805496811867
2019/07/11/08:57:15.332067,0.5,0.0,0.0,0.0,0.0,0.0805496811867
2019/07/11/08:57:15.332077,0.0,0.0,0.0,0.0,0.0,0.0
2019/07/11/08:57:16.715622,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:16.715631,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:16.715658,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:19.310671,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:19.310677,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:19.312043,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:19.312051,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:19.312091,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:19.320251,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:19.320260,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:19.365153,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:19.414239,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:20.195243,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:20.195254,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:21.079513,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:21.079521,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:21.935157,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:21.935174,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:22.791758,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:22.791768,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:22.791778,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.171133,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.171145,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.172086,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.172104,0.00544755393639,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.238994,0.0472361147404,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.239006,0.219033524394,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.239025,0.225486010313,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.387294,0.236298277974,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.387305,0.42919704318,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.387328,0.432990074158,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.681144,0.434624999762,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.681154,0.453611850739,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.848364,0.45731768012,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:24.848375,0.460805505514,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:25.346622,0.460805505514,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:25.346633,0.465230703354,0.0,0.0,0.0,0.0,0.0220762178302
2019/07/11/08:57:25.352492,0.465230703354,0.0,0.0,0.0,0.0,0.0306911557913
2019/07/11/08:57:25.352499,0.465230703354,0.0,0.0,0.0,0.0,0.0357659488916
2019/07/11/08:57:25.354420,0.465230703354,0.0,0.0,0.0,0.0,0.038992190361
2019/07/11/08:57:25.362372,0.466974616051,0.0,0.0,0.0,0.0,0.0402826875448
2019/07/11/08:57:25.377276,0.466974616051,0.0,0.0,0.0,0.0,0.0436658829451
2019/07/11/08:57:25.384440,0.466974616051,0.0,0.0,0.0,0.0,0.0468398094177
2019/07/11/08:57:25.392078,0.466974616051,0.0,0.0,0.0,0.0,0.0504671514034
2019/07/11/08:57:25.399857,0.466974616051,0.0,0.0,0.0,0.0,0.0547920584679
2019/07/11/08:57:25.408267,0.466974616051,0.0,0.0,0.0,0.0,0.0596052646637
2019/07/11/08:57:25.415017,0.466974616051,0.0,0.0,0.0,0.0,0.0645928621292
2019/07/11/08:57:25.425198,0.466974616051,0.0,0.0,0.0,0.0,0.0695455789566
2019/07/11/08:57:25.437733,0.466974616051,0.0,0.0,0.0,0.0,0.0744634211063
2019/07/11/08:57:25.592253,0.466974616051,0.0,0.0,0.0,0.0,0.107196700573
2019/07/11/08:57:25.592289,0.5,0.0,0.0,0.0,0.0,0.207524108887
2019/07/11/08:57:25.872057,0.5,0.0,0.0,0.0,0.0,0.221091771126
2019/07/11/08:57:25.872068,0.5,0.0,0.0,0.0,0.0,0.286593222618
2019/07/11/08:57:25.949713,0.5,0.0,0.0,0.0,0.0,0.293603754044
2019/07/11/08:57:25.949728,0.5,0.0,0.0,0.0,0.0,0.331638526917
2019/07/11/08:57:25.949749,0.494986236095,0.0,0.0,0.0,0.0,0.338474678993
2019/07/11/08:57:26.148596,0.482168465853,0.0,0.0,0.0,0.0,0.345188760757
2019/07/11/08:57:26.148607,0.451737165451,0.0,0.0,0.0,0.0,0.363970708847
2019/07/11/08:57:26.148637,0.451737165451,0.0,0.0,0.0,0.0,0.365418171883
2019/07/11/08:57:26.492135,0.451737165451,0.0,0.0,0.0,0.0,0.365418171883
2019/07/11/08:57:26.492172,0.451737165451,0.0,0.0,0.0,0.0,0.365418171883
2019/07/11/08:57:26.984654,0.451737165451,0.0,0.0,0.0,0.0,0.366865611076
2019/07/11/08:57:26.984666,0.302828639746,0.0,0.0,0.0,0.0,0.0556988954544
2019/07/11/08:57:27.270840,0.280070543289,0.0,0.0,0.0,0.0,0.0381376743317
2019/07/11/08:57:27.270862,0.245366632938,0.0,0.0,0.0,0.0,0.00688671991229
2019/07/11/08:57:27.270911,0.245366632938,0.0,0.0,0.0,0.0,0.00688671991229
2019/07/11/08:57:27.637067,0.245366632938,0.0,0.0,0.0,0.0,0.00828185155988
2019/07/11/08:57:27.637079,0.305052131414,0.0,0.0,0.0,0.0,0.00828185155988
2019/07/11/08:57:27.637118,0.309499114752,0.0,0.0,0.0,0.0,0.00828185155988
2019/07/11/08:57:28.035186,0.313313931227,0.0,0.0,0.0,0.0,0.00828185155988
2019/07/11/08:57:28.035199,0.253759235144,0.0,0.0,0.0,0.0,0.00828185155988
2019/07/11/08:57:28.035206,0.201855957508,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:28.165004,0.137919679284,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:28.165019,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:28.165025,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:34.665927,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:34.665939,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:34.667343,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:34.667353,0.120851114392,0.0,0.0,0.0,0.0,0.089827311039
2019/07/11/08:57:34.676306,0.12987588346,0.0,0.0,0.0,0.0,0.0908736586571
2019/07/11/08:57:34.676313,0.380302041769,0.0,0.0,0.0,0.0,0.111364662647
2019/07/11/08:57:34.684941,0.390394955873,0.0,0.0,0.0,0.0,0.111364662647
2019/07/11/08:57:34.684951,0.5,0.0,0.0,0.0,0.0,0.112986493111
2019/07/11/08:57:34.691931,0.5,0.0,0.0,0.0,0.0,0.10810353756
2019/07/11/08:57:34.699266,0.5,0.0,0.0,0.0,0.0,0.0930535495281
2019/07/11/08:57:34.707194,0.5,0.0,0.0,0.0,0.0,0.0750389099121
2019/07/11/08:57:34.715631,0.5,0.0,0.0,0.0,0.0,0.0554547488689
2019/07/11/08:57:34.722353,0.5,0.0,0.0,0.0,0.0,0.0385038942099
2019/07/11/08:57:34.729816,0.5,0.0,0.0,0.0,0.0,0.0246920898557
2019/07/11/08:57:34.737048,0.5,0.0,0.0,0.0,0.0,0.0191638797522
2019/07/11/08:57:34.744534,0.5,0.0,0.0,0.0,0.0,0.00477658286691
2019/07/11/08:57:34.970142,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:34.970155,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:35.210145,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:35.210156,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:35.645172,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:35.645178,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:36.155205,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:36.155216,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:36.295064,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:36.295070,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:36.295117,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:36.339622,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:36.392168,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.298623,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.298632,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.568005,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.568028,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.572314,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.602306,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.605397,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.609817,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.617595,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:37.624800,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.054110,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.054115,0.130791425705,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.785888,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.785916,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.803470,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.810159,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.810190,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.817103,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.831176,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.834788,0.0426147393882,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.862156,0.0983546152711,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.998972,0.113068901002,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:38.998983,0.353925347328,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:39.125816,0.370514333248,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:39.125826,0.446941405535,0.0,0.0,0.0,0.0,0.0111767500639
2019/07/11/08:57:39.275860,0.477198302746,0.0,0.0,0.0,0.0,0.0350683838129
2019/07/11/08:57:39.275868,0.5,0.0,0.0,0.0,0.0,0.145929050446
2019/07/11/08:57:39.517195,0.5,0.0,0.0,0.0,0.0,0.148632121086
2019/07/11/08:57:39.517206,0.0461679659784,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:39.643019,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:39.643028,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:39.643050,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:40.280649,-0.0,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:40.280658,0.0213825758547,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:40.438359,0.0619067959487,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:40.438374,0.214651942253,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:40.565895,0.499564021826,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:42.547055,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:42.547076,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:42.547106,0.5,0.0,0.0,0.0,0.0,-0.0
2019/07/11/08:57:42.547504,-0.0,0.0,0.0,0.0,0.0,-0.0
