time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2019/07/11/08:59:10.064789,260,1562828350,64659118,map,0,1,47.05915,15.4580716667,404.3,"(0.3603600899999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:11.065106,261,1562828351,64977884,map,0,1,47.0591486667,15.4580683333,404.4,"(0.3397724100000001, 0.0, 0.0, 0.0, 0.6464160000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/08:59:12.064377,262,1562828352,64158916,map,0,1,47.0591458333,15.4580603333,404.4,"(0.3603600899999999, 0.0, 0.0, 0.0, 0.685584, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:13.064308,263,1562828353,64189910,map,0,1,47.0591413333,15.45805,404.5,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/08:59:14.063908,264,1562828354,63663005,map,0,1,47.0591383333,15.4580448333,404.5,"(0.40640624999999997, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/08:59:15.065304,265,1562828355,65099954,map,0,1,47.0591366667,15.4580443333,404.5,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/08:59:16.064240,266,1562828356,64119100,map,0,1,47.0591356667,15.4580443333,404.5,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/08:59:17.060091,267,1562828357,59968948,map,0,1,47.0591348333,15.4580443333,404.6,"(0.378225, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/08:59:18.064563,268,1562828358,64431905,map,0,1,47.0591333333,15.4580428333,404.7,"(0.36820624, 0.0, 0.0, 0.0, 0.6625960000000001, 0.0, 0.0, 0.0, 140.1856)",1
2019/07/11/08:59:19.064862,269,1562828359,64706087,map,0,1,47.059132,15.4580398333,404.8,"(0.3592803600000001, 0.0, 0.0, 0.0, 0.788544, 0.0, 0.0, 0.0, 140.1856)",1
2019/07/11/08:59:20.065154,270,1562828360,65020084,map,0,1,47.0591313333,15.4580383333,404.9,"(0.3047039999999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:21.064987,271,1562828361,64805984,map,0,1,47.0591283333,15.458031,404.9,"(0.35105625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/08:59:22.066844,272,1562828362,66586017,map,0,1,47.0591258333,15.4580248333,404.9,"(0.3047039999999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:23.065277,273,1562828363,65120935,map,0,1,47.0591241667,15.4580196667,404.8,"(0.29713401, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:24.062337,274,1562828364,62196016,map,0,1,47.059122,15.4580128333,404.7,"(0.29713401, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:25.065250,275,1562828365,65073966,map,0,1,47.0591213333,15.4580093333,404.6,"(0.31460880999999996, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/08:59:26.064792,276,1562828366,64596891,map,0,1,47.0591211667,15.4580085,404.6,"(0.35105625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/08:59:27.065438,277,1562828367,65304040,map,0,1,47.0591216667,15.458008,404.7,"(0.29713401, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:28.063672,278,1562828368,63546895,map,0,1,47.0591205,15.458004,404.8,"(0.29713401, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:29.067137,279,1562828369,66981077,map,0,1,47.0591183333,15.4579968333,404.8,"(0.2801584900000001, 0.0, 0.0, 0.0, 0.5431690000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/08:59:30.065357,280,1562828370,65170049,map,0,1,47.059118,15.4579941667,405.0,"(0.3047039999999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:31.066046,281,1562828371,65844058,map,0,1,47.0591181667,15.4579941667,405.2,"(0.31236920999999995, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:32.064861,282,1562828372,64717054,map,0,1,47.0591183333,15.4579938333,405.3,"(0.32012964, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:33.065955,283,1562828373,65737962,map,0,1,47.0591158333,15.4579873333,405.4,"(0.3279852899999999, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:34.064198,284,1562828374,64028024,map,0,1,47.0591121667,15.4579773333,405.5,"(0.3279852899999999, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:35.061014,285,1562828375,60801982,map,0,1,47.059108,15.4579691667,405.6,"(0.31674383999999994, 0.0, 0.0, 0.0, 0.4489000000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/08:59:36.063926,286,1562828376,63751935,map,0,1,47.0591061667,15.4579666667,405.7,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/08:59:37.065065,287,1562828377,64873933,map,0,1,47.0591026667,15.4579593333,405.7,"(0.32012964, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:38.066306,288,1562828378,66121101,map,0,1,47.059101,15.4579561667,405.7,"(0.32012964, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:39.065442,289,1562828379,65306901,map,0,1,47.059101,15.4579563333,405.8,"(0.32012964, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:40.064851,290,1562828380,64616918,map,0,1,47.0591011667,15.4579565,405.8,"(0.31236920999999995, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:41.064947,291,1562828381,64738988,map,0,1,47.0591015,15.4579563333,405.9,"(0.31236920999999995, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:42.064507,292,1562828382,64306974,map,0,1,47.0591015,15.4579561667,405.9,"(0.31236920999999995, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:43.066050,293,1562828383,65902948,map,0,1,47.0591008333,15.4579545,406.0,"(0.31236920999999995, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:44.065102,294,1562828384,64948081,map,0,1,47.0591005,15.4579538333,406.0,"(0.31236920999999995, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:45.065723,295,1562828385,65565109,map,0,1,47.0591,15.4579531667,406.0,"(0.3047039999999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:46.060726,296,1562828386,60586929,map,0,1,47.0590995,15.457953,406.0,"(0.3047039999999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:47.064089,297,1562828387,63950061,map,0,1,47.0590988333,15.4579526667,406.1,"(0.31236920999999995, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:48.065448,298,1562828388,65275907,map,0,1,47.059097,15.4579493333,406.1,"(0.34963569000000005, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/08:59:49.065884,299,1562828389,65579891,map,0,1,47.0590933333,15.4579436667,406.0,"(0.32012964, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:50.066041,300,1562828390,65898895,map,0,1,47.0590901667,15.4579376667,406.0,"(0.3279852899999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:51.064061,301,1562828391,63937902,map,0,1,47.0590871667,15.4579298333,406.1,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/08:59:52.065468,302,1562828392,65347909,map,0,1,47.0590851667,15.4579233333,406.1,"(0.3279852899999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:53.064114,303,1562828393,63909053,map,0,1,47.059085,15.4579216667,406.2,"(0.30924721000000005, 0.0, 0.0, 0.0, 0.5431690000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/08:59:54.065459,304,1562828394,65335035,map,0,1,47.0590848333,15.4579215,406.2,"(0.3279852899999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:55.065504,305,1562828395,65359115,map,0,1,47.0590848333,15.4579216667,406.3,"(0.32012964, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:56.066555,306,1562828396,66342115,map,0,1,47.0590846667,15.457922,406.3,"(0.32012964, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/08:59:57.062132,307,1562828397,61908006,map,0,1,47.0590841667,15.4579221667,406.3,"(0.36820624, 0.0, 0.0, 0.0, 0.6625960000000001, 0.0, 0.0, 0.0, 140.1856)",1
2019/07/11/08:59:58.066134,308,1562828398,66009998,map,0,1,47.0590836667,15.4579223333,406.3,"(0.2945232900000001, 0.0, 0.0, 0.0, 0.5431690000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/08:59:59.065888,309,1562828399,65762996,map,0,1,47.0590831667,15.4579223333,406.4,"(0.2945232900000001, 0.0, 0.0, 0.0, 0.5431690000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/09:00:00.067528,310,1562828400,67322015,map,0,1,47.0590813333,15.4579175,406.4,"(0.3401222400000001, 0.0, 0.0, 0.0, 0.5184, 0.0, 0.0, 0.0, 132.7104)",1
2019/07/11/09:00:01.066008,311,1562828401,65892934,map,0,1,47.0590785,15.4579101667,406.4,"(0.33177599999999996, 0.0, 0.0, 0.0, 0.5184, 0.0, 0.0, 0.0, 132.7104)",1
2019/07/11/09:00:02.064464,312,1562828402,64275979,map,0,1,47.0590743333,15.4579008333,406.5,"(0.34963569000000005, 0.0, 0.0, 0.0, 0.5328999999999999, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:00:03.064578,313,1562828403,64385890,map,0,1,47.0590705,15.457893,406.5,"(0.34963569000000005, 0.0, 0.0, 0.0, 0.5328999999999999, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:00:04.060503,314,1562828404,60384035,map,0,1,47.0590673333,15.457887,406.5,"(0.34963569000000005, 0.0, 0.0, 0.0, 0.5328999999999999, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:00:05.062293,315,1562828405,62143087,map,0,1,47.059064,15.4578801667,406.5,"(0.39917124000000004, 0.0, 0.0, 0.0, 0.6084, 0.0, 0.0, 0.0, 155.7504)",1
2019/07/11/09:00:06.062780,316,1562828406,62644958,map,0,1,47.0590628333,15.457877,406.5,"(0.39917124000000004, 0.0, 0.0, 0.0, 0.6084, 0.0, 0.0, 0.0, 155.7504)",1
2019/07/11/09:00:07.063938,317,1562828407,63783884,map,0,1,47.0590626667,15.457877,406.5,"(0.39917124000000004, 0.0, 0.0, 0.0, 0.6084, 0.0, 0.0, 0.0, 155.7504)",1
2019/07/11/09:00:08.063790,318,1562828408,63672065,map,0,1,47.0590628333,15.4578773333,406.7,"(0.3893760000000001, 0.0, 0.0, 0.0, 0.6084, 0.0, 0.0, 0.0, 155.7504)",1
2019/07/11/09:00:09.066250,319,1562828409,66081047,map,0,1,47.059063,15.4578775,406.8,"(0.3797024400000001, 0.0, 0.0, 0.0, 0.6084, 0.0, 0.0, 0.0, 155.7504)",1
2019/07/11/09:00:10.062175,320,1562828410,62027931,map,0,1,47.059063,15.4578781667,406.9,"(0.3797024400000001, 0.0, 0.0, 0.0, 0.6084, 0.0, 0.0, 0.0, 155.7504)",1
2019/07/11/09:00:11.064293,321,1562828411,64110994,map,0,1,47.059063,15.4578785,407.0,"(0.33258288999999996, 0.0, 0.0, 0.0, 0.5328999999999999, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:00:12.064770,322,1562828412,64605951,map,0,1,47.0590626667,15.4578786667,407.1,"(0.27311076000000006, 0.0, 0.0, 0.0, 0.4489000000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/09:00:13.065727,323,1562828413,65581083,map,0,1,47.0590621667,15.4578785,407.2,"(0.27311076000000006, 0.0, 0.0, 0.0, 0.4489000000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/09:00:14.066447,324,1562828414,66040039,map,0,1,47.0590616667,15.4578786667,407.3,"(0.2801584900000001, 0.0, 0.0, 0.0, 0.4489000000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/09:00:15.062583,325,1562828415,62362909,map,0,1,47.0590615,15.4578788333,407.3,"(0.28729600000000005, 0.0, 0.0, 0.0, 0.5431690000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/09:00:16.064741,326,1562828416,64594030,map,0,1,47.0590595,15.4578733333,407.3,"(0.28729600000000005, 0.0, 0.0, 0.0, 0.5431690000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/09:00:17.064347,327,1562828417,64229011,map,0,1,47.0590596667,15.4578706667,407.6,"(0.3401222400000001, 0.0, 0.0, 0.0, 0.627264, 0.0, 0.0, 0.0, 132.7104)",1
2019/07/11/09:00:18.064910,328,1562828418,64778089,map,0,1,47.0590601667,15.4578708333,407.8,"(0.2945232900000001, 0.0, 0.0, 0.0, 0.4489000000000001, 0.0, 0.0, 0.0, 114.91840000000002)",1
2019/07/11/09:00:19.065477,329,1562828419,65237045,map,0,1,47.0590608333,15.4578706667,408.0,"(0.31236920999999995, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:00:20.064631,330,1562828420,64455986,map,0,1,47.0590613333,15.45787,408.2,"(0.3047039999999999, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:00:21.068405,331,1562828421,68234920,map,0,1,47.0590618333,15.4578693333,408.3,"(0.3047039999999999, 0.0, 0.0, 0.0, 0.4760999999999999, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:00:22.062295,332,1562828422,62124013,map,0,1,47.0590615,15.4578688333,408.5,"(0.41990400000000017, 0.0, 0.0, 0.0, 0.6561000000000001, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:00:23.064389,333,1562828423,64265966,map,0,1,47.0590615,15.4578671667,408.6,"(0.36905625000000003, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:00:24.062210,334,1562828424,62046051,map,0,1,47.0590606667,15.4578666667,408.6,"(0.44116164, 0.0, 0.0, 0.0, 0.6561000000000001, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:00:25.065475,335,1562828425,65346002,map,0,1,47.0590603333,15.4578673333,408.7,"(0.45198729, 0.0, 0.0, 0.0, 0.6561000000000001, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:00:26.061807,336,1562828426,61625957,map,0,1,47.0590605,15.4578671667,408.8,"(0.37601423999999994, 0.0, 0.0, 0.0, 0.5328999999999999, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:00:27.065577,337,1562828427,65315961,map,0,1,47.0590605,15.4578675,408.8,"(0.43956900000000004, 0.0, 0.0, 0.0, 0.7361640000000002, 0.0, 0.0, 0.0, 155.7504)",1
2019/07/11/09:00:28.065242,338,1562828428,65099000,map,0,1,47.0590606667,15.4578663333,408.7,"(0.46158436, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:00:29.070291,339,1562828429,70171117,map,0,1,47.059061,15.457866,408.6,"(0.47238129, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:00:30.064053,340,1562828430,63926935,map,0,1,47.0590615,15.4578656667,408.5,"(0.4833030400000001, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:00:31.064491,341,1562828431,64372062,map,0,1,47.0590621667,15.4578655,408.4,"(0.5589057599999999, 0.0, 0.0, 0.0, 0.8537760000000001, 0.0, 0.0, 0.0, 180.63359999999997)",1
2019/07/11/09:00:32.065912,342,1562828432,65767049,map,0,1,47.0590626667,15.4578653333,408.4,"(0.45562500000000006, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:00:33.062592,343,1562828433,62441110,map,0,1,47.0590633333,15.4578653333,408.3,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:00:34.064076,344,1562828434,63955068,map,0,1,47.0590635,15.457865,408.2,"(0.5972198400000001, 0.0, 0.0, 0.0, 0.8537760000000001, 0.0, 0.0, 0.0, 180.63359999999997)",1
2019/07/11/09:00:35.064991,345,1562828435,64781904,map,0,1,47.0590633333,15.457865,408.1,"(0.5674608900000001, 0.0, 0.0, 0.0, 0.7938810000000002, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:00:36.064729,346,1562828436,64580917,map,0,1,47.059063,15.4578648333,408.0,"(0.55145476, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:00:37.064560,347,1562828437,64126014,map,0,1,47.059063,15.4578641667,407.9,"(0.549081, 0.0, 0.0, 0.0, 0.7361640000000002, 0.0, 0.0, 0.0, 155.7504)",1
2019/07/11/09:00:38.064354,348,1562828438,64157009,map,0,1,47.0590626667,15.4578633333,407.9,"(0.5184, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:00:39.063974,349,1562828439,63832044,map,0,1,47.0590616667,15.4578631667,407.7,"(0.549081, 0.0, 0.0, 0.0, 0.8760959999999999, 0.0, 0.0, 0.0, 155.7504)",1
2019/07/11/09:00:40.061885,350,1562828440,61697959,map,0,1,47.0590608333,15.4578623333,407.6,"(0.6102734400000001, 0.0, 0.0, 0.0, 1.016064, 0.0, 0.0, 0.0, 180.63359999999997)",1
2019/07/11/09:00:41.064207,351,1562828441,64026117,map,0,1,47.0590611667,15.4578611667,407.5,"(0.44129449, 0.0, 0.0, 0.0, 0.767376, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:00:42.064952,352,1562828442,64680099,map,0,1,47.0590615,15.4578601667,407.5,"(0.43164900000000006, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:00:43.064997,353,1562828443,64841032,map,0,1,47.0590611667,15.4578603333,407.4,"(0.5055210000000001, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:00:44.063247,354,1562828444,63016891,map,0,1,47.0590605,15.4578611667,407.3,"(0.47831056, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:45.067234,355,1562828445,67056894,map,0,1,47.0590598333,15.4578618333,407.3,"(0.49956624000000016, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:46.065947,356,1562828446,65773010,map,0,1,47.0590591667,15.4578621667,407.2,"(0.5103673599999999, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:47.067135,357,1562828447,66929101,map,0,1,47.0590581667,15.4578621667,407.1,"(0.521284, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:48.066204,358,1562828448,65996885,map,0,1,47.0590576667,15.4578631667,406.9,"(0.53231616, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:49.067856,359,1562828449,67418098,map,0,1,47.0590563333,15.4578605,406.8,"(0.521284, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:50.065139,360,1562828450,64986944,map,0,1,47.0590553333,15.4578593333,406.6,"(0.5103673599999999, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:51.065178,361,1562828451,65052986,map,0,1,47.0590563333,15.4578608333,406.5,"(0.5103673599999999, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:52.065290,362,1562828452,65061092,map,0,1,47.0590568333,15.4578621667,406.4,"(0.5103673599999999, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:53.065392,363,1562828453,65279006,map,0,1,47.0590566667,15.4578635,406.4,"(0.49956624000000016, 0.0, 0.0, 0.0, 0.8317439999999998, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:54.065934,364,1562828454,65812110,map,0,1,47.0590556667,15.4578636667,406.3,"(0.5674608900000001, 0.0, 0.0, 0.0, 0.944784, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:00:55.061229,365,1562828455,61083078,map,0,1,47.0590546667,15.457863,406.4,"(0.5972198400000001, 0.0, 0.0, 0.0, 1.016064, 0.0, 0.0, 0.0, 180.63359999999997)",1
2019/07/11/09:00:56.064411,366,1562828456,64291954,map,0,1,47.0590546667,15.4578631667,406.2,"(0.5553230400000001, 0.0, 0.0, 0.0, 0.7938810000000002, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:00:57.065387,367,1562828457,65251111,map,0,1,47.0590555,15.4578651667,406.1,"(0.5168172100000001, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:00:58.064956,368,1562828458,64760923,map,0,1,47.0590558333,15.4578661667,406.1,"(0.47831056, 0.0, 0.0, 0.0, 0.6988960000000001, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:00:59.065742,369,1562828459,65576076,map,0,1,47.0590566667,15.4578676667,406.1,"(0.5168172100000001, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:01:00.066934,370,1562828460,66618919,map,0,1,47.0590581667,15.4578695,406.2,"(0.5282382400000002, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:01:01.065299,371,1562828461,65152883,map,0,1,47.0590586667,15.4578688333,406.3,"(0.5553230400000001, 0.0, 0.0, 0.0, 0.7938810000000002, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:01:02.062147,372,1562828462,62026023,map,0,1,47.0590603333,15.457873,406.2,"(0.5282382400000002, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:01:03.064792,373,1562828463,64570903,map,0,1,47.0590626667,15.4578791667,406.2,"(0.5972198400000001, 0.0, 0.0, 0.0, 0.8537760000000001, 0.0, 0.0, 0.0, 180.63359999999997)",1
2019/07/11/09:01:04.066185,374,1562828464,65964937,map,0,1,47.0590646667,15.4578848333,406.1,"(0.4888806400000001, 0.0, 0.0, 0.0, 0.6988960000000001, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:01:05.065382,375,1562828465,65193891,map,0,1,47.0590671667,15.4578863333,406.2,"(0.46090521000000007, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:01:06.061347,376,1562828466,61203956,map,0,1,47.059068,15.4578868333,406.2,"(0.53978409, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:01:07.064605,377,1562828467,64438104,map,0,1,47.0590683333,15.4578875,406.2,"(0.6234681599999999, 0.0, 0.0, 0.0, 0.8537760000000001, 0.0, 0.0, 0.0, 180.63359999999997)",1
2019/07/11/09:01:08.065205,378,1562828468,64995050,map,0,1,47.0590683333,15.4578881667,406.3,"(0.56325025, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:01:09.068221,379,1562828469,68100929,map,0,1,47.0590683333,15.4578888333,406.5,"(0.58721569, 0.0, 0.0, 0.0, 0.7551610000000002, 0.0, 0.0, 0.0, 159.76960000000003)",1
2019/07/11/09:01:10.065418,380,1562828470,65208911,map,0,1,47.0590685,15.4578898333,406.5,"(0.5259150399999999, 0.0, 0.0, 0.0, 0.788544, 0.0, 0.0, 0.0, 140.1856)",1
2019/07/11/09:01:11.064861,381,1562828471,64646005,map,0,1,47.0590686667,15.4578906667,406.6,"(0.5513062499999999, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:01:12.067867,382,1562828472,67540884,map,0,1,47.0590676667,15.4578916667,406.8,"(0.5625, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:01:13.061921,383,1562828473,61695098,map,0,1,47.0590666667,15.4578925,406.8,"(0.5625, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:01:14.064762,384,1562828474,64639091,map,0,1,47.0590663333,15.4578935,406.9,"(0.5625, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:01:15.065533,385,1562828475,65408945,map,0,1,47.0590651667,15.4578943333,406.9,"(0.5625, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
