time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2019/07/11/09:03:25.072502,515,1562828605,72276115,map,0,1,47.0590765,15.4579396667,405.1,"(0.46294416, 0.0, 0.0, 0.0, 0.7938810000000002, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:03:26.064804,516,1562828606,64646959,map,0,1,47.0590756667,15.457939,405.1,"(0.46294416, 0.0, 0.0, 0.0, 0.7938810000000002, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:03:27.068583,517,1562828607,68459987,map,0,1,47.059075,15.4579381667,405.2,"(0.46294416, 0.0, 0.0, 0.0, 0.7938810000000002, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:03:28.063187,518,1562828608,63009023,map,0,1,47.0590741667,15.4579371667,405.2,"(0.46294416, 0.0, 0.0, 0.0, 0.7938810000000002, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:03:29.063639,519,1562828609,63510894,map,0,1,47.0590731667,15.4579363333,405.3,"(0.46294416, 0.0, 0.0, 0.0, 0.7938810000000002, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:03:30.064071,520,1562828610,63873052,map,0,1,47.0590723333,15.4579355,405.3,"(0.46294416, 0.0, 0.0, 0.0, 0.7938810000000002, 0.0, 0.0, 0.0, 167.96160000000003)",1
2019/07/11/09:03:31.062665,521,1562828611,62458992,map,0,1,47.0590716667,15.4579348333,405.3,"(0.41835024000000004, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:03:32.064656,522,1562828612,64462900,map,0,1,47.059071,15.457934,405.3,"(0.41835024000000004, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:03:33.067478,523,1562828613,67279100,map,0,1,47.0590703333,15.4579331667,405.4,"(0.3556929599999999, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:03:34.065969,524,1562828614,65784931,map,0,1,47.0590695,15.4579325,405.4,"(0.34727448999999994, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:03:35.066179,525,1562828615,66031932,map,0,1,47.059069,15.4579318333,405.4,"(0.34727448999999994, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:03:36.066015,526,1562828616,65892934,map,0,1,47.0590683333,15.4579311667,405.4,"(0.34727448999999994, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:03:37.067642,527,1562828617,67468881,map,0,1,47.0590676667,15.4579306667,405.4,"(0.3279852899999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:03:38.066625,528,1562828618,66504955,map,0,1,47.0590686667,15.4579335,405.4,"(0.36711481, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:03:39.063224,529,1562828619,62985897,map,0,1,47.059071,15.4579406667,405.5,"(0.5097959999999999, 0.0, 0.0, 0.0, 0.8742250000000001, 0.0, 0.0, 0.0, 184.95999999999998)",1
2019/07/11/09:03:40.069178,530,1562828620,68939924,map,0,1,47.0590716667,15.4579435,405.5,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:03:41.066836,531,1562828621,66589117,map,0,1,47.059074,15.4579488333,405.6,"(0.39690000000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:03:42.062140,532,1562828622,62014102,map,0,1,47.059075,15.457951,405.5,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:03:43.067340,533,1562828623,67172050,map,0,1,47.0590753333,15.4579513333,405.5,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:03:44.068001,534,1562828624,67850112,map,0,1,47.0590755,15.4579515,405.5,"(0.38750624999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:03:45.070503,535,1562828625,70178985,map,0,1,47.0590758333,15.457952,405.6,"(0.3359361599999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:03:46.068314,536,1562828626,68182945,map,0,1,47.059076,15.4579525,405.6,"(0.3359361599999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:03:47.068294,537,1562828627,68119049,map,0,1,47.0590761667,15.4579528333,405.6,"(0.3439822499999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:03:48.067285,538,1562828628,67111968,map,0,1,47.0590761667,15.4579531667,405.6,"(0.3439822499999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:03:49.066895,539,1562828629,66684961,map,0,1,47.059076,15.4579533333,405.7,"(0.3439822499999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:03:50.067210,540,1562828630,67075014,map,0,1,47.059076,15.4579535,405.7,"(0.39413284000000004, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:03:51.066961,541,1562828631,66839933,map,0,1,47.059076,15.4579533333,405.8,"(0.39413284000000004, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:03:52.067048,542,1562828632,66848039,map,0,1,47.059076,15.4579531667,405.8,"(0.3728323599999999, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:03:53.065902,543,1562828633,65779924,map,0,1,47.059076,15.457953,405.8,"(0.3603600899999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:03:54.069694,544,1562828634,69535017,map,0,1,47.0590763333,15.4579531667,405.8,"(0.3603600899999999, 0.0, 0.0, 0.0, 0.5760810000000001, 0.0, 0.0, 0.0, 121.88159999999998)",1
2019/07/11/09:03:55.067863,545,1562828635,67744016,map,0,1,47.0590768333,15.4579531667,405.9,"(0.34999056, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:03:56.066982,546,1562828636,66838979,map,0,1,47.0590785,15.4579548333,406.0,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:03:57.067509,547,1562828637,67379951,map,0,1,47.0590791667,15.4579551667,405.9,"(0.39037504, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:03:58.066815,548,1562828638,66613912,map,0,1,47.0590791667,15.4579548333,405.9,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:03:59.067020,549,1562828639,66896915,map,0,1,47.059079,15.4579545,405.8,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:00.065560,550,1562828640,65426111,map,0,1,47.0590786667,15.4579541667,405.8,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:01.068359,551,1562828641,68152904,map,0,1,47.0590783333,15.4579538333,405.8,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:02.067452,552,1562828642,67313909,map,0,1,47.059078,15.4579536667,405.7,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:03.068285,553,1562828643,68032979,map,0,1,47.0590775,15.4579533333,405.8,"(0.3662670400000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:04.065849,554,1562828644,65673112,map,0,1,47.0590773333,15.4579528333,405.8,"(0.39929761, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:05.067945,555,1562828645,67720890,map,0,1,47.0590771667,15.4579525,405.7,"(0.3662670400000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:06.068079,556,1562828646,67751884,map,0,1,47.0590768333,15.457952,405.7,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:07.070325,557,1562828647,70065975,map,0,1,47.0590765,15.4579515,405.7,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:08.066966,558,1562828648,66797971,map,0,1,47.0590761667,15.4579508333,405.7,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:09.070267,559,1562828649,70113897,map,0,1,47.0590761667,15.4579503333,405.8,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:10.072931,560,1562828650,72808980,map,0,1,47.0590758333,15.4579498333,405.8,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:11.064545,561,1562828651,64291000,map,0,1,47.0590756667,15.4579495,405.9,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:12.067379,562,1562828652,67218065,map,0,1,47.0590773333,15.4579538333,405.9,"(0.39037504, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:13.067397,563,1562828653,67209005,map,0,1,47.0590803333,15.4579621667,406.1,"(0.39037504, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:14.066745,564,1562828654,66613912,map,0,1,47.0590811667,15.457965,406.2,"(0.46785600000000005, 0.0, 0.0, 0.0, 0.6988960000000001, 0.0, 0.0, 0.0, 147.8656)",1
2019/07/11/09:04:15.067136,565,1562828655,66947937,map,0,1,47.0590811667,15.4579646667,406.3,"(0.42667024, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:16.067211,566,1562828656,67045927,map,0,1,47.0590831667,15.45797,406.4,"(0.43599609, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:17.067130,567,1562828657,66987037,map,0,1,47.0590848333,15.457976,406.4,"(0.417316, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:18.069075,568,1562828658,68928003,map,0,1,47.0590848333,15.4579768333,406.4,"(0.4350721600000001, 0.0, 0.0, 0.0, 0.6658560000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:19.067455,569,1562828659,67328929,map,0,1,47.0590845,15.4579761667,406.2,"(0.42614784000000006, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:20.067039,570,1562828660,66821098,map,0,1,47.059084,15.4579755,406.0,"(0.42614784000000006, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:21.068024,571,1562828661,67809104,map,0,1,47.0590838333,15.4579751667,405.9,"(0.417316, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:22.064583,572,1562828662,64430952,map,0,1,47.059084,15.4579765,405.6,"(0.40857664, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:23.069223,573,1562828663,69010972,map,0,1,47.0590841667,15.4579771667,405.4,"(0.3999297600000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:24.068545,574,1562828664,68321943,map,0,1,47.059084,15.4579765,405.4,"(0.39137536000000006, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:25.069367,575,1562828665,69222927,map,0,1,47.0590843333,15.4579765,405.4,"(0.39137536000000006, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:26.068800,576,1562828666,68667888,map,0,1,47.0590846667,15.4579765,405.4,"(0.38291344, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:27.067296,577,1562828667,67132949,map,0,1,47.0590846667,15.4579765,405.4,"(0.38291344, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:28.067380,578,1562828668,67209005,map,0,1,47.0590846667,15.4579766667,405.5,"(0.3745440000000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:29.063234,579,1562828669,63071012,map,0,1,47.0590848333,15.4579768333,405.5,"(0.408321, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:30.066363,580,1562828670,66185951,map,0,1,47.059085,15.4579771667,405.5,"(0.408321, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:31.067657,581,1562828671,67445993,map,0,1,47.0590853333,15.4579773333,405.5,"(0.39929761, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:32.067474,582,1562828672,67296981,map,0,1,47.0590856667,15.4579776667,405.5,"(0.408321, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:33.063406,583,1562828673,63235044,map,0,1,47.0590855,15.4579778333,405.4,"(0.408321, 0.0, 0.0, 0.0, 0.6099610000000001, 0.0, 0.0, 0.0, 129.0496)",1
2019/07/11/09:04:34.065636,584,1562828674,65470933,map,0,1,47.0590855,15.4579781667,405.4,"(0.4802490000000001, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:04:35.066843,585,1562828675,66725015,map,0,1,47.0590855,15.4579783333,405.3,"(0.4802490000000001, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:04:36.064457,586,1562828676,64251899,map,0,1,47.0590855,15.4579786667,405.2,"(0.49098049, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:04:37.067011,587,1562828677,66562891,map,0,1,47.0590856667,15.457979,405.1,"(0.49098049, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:04:38.067209,588,1562828678,67035913,map,0,1,47.0590856667,15.4579791667,405.0,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:39.068967,589,1562828679,68804979,map,0,1,47.0590858333,15.4579793333,404.9,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:40.063599,590,1562828680,63405990,map,0,1,47.059086,15.4579795,404.8,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:41.067600,591,1562828681,67471981,map,0,1,47.0590861667,15.4579795,404.7,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:42.066536,592,1562828682,66370010,map,0,1,47.0590863333,15.4579795,404.6,"(0.49098049, 0.0, 0.0, 0.0, 0.7174090000000002, 0.0, 0.0, 0.0, 151.7824)",1
2019/07/11/09:04:43.066635,593,1562828683,66370010,map,0,1,47.0590866667,15.4579795,404.6,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:44.066715,594,1562828684,66524982,map,0,1,47.059087,15.4579796667,404.6,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:45.066246,595,1562828685,66114902,map,0,1,47.0590871667,15.4579795,404.6,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:46.068646,596,1562828686,68419933,map,0,1,47.0590873333,15.4579796667,404.8,"(0.44129449, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:04:47.067186,597,1562828687,66986083,map,0,1,47.0590876667,15.45798,404.9,"(0.44129449, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:04:48.065610,598,1562828688,65412998,map,0,1,47.059088,15.4579798333,405.0,"(0.45562500000000006, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:49.069238,599,1562828689,69067001,map,0,1,47.059088,15.45798,405.0,"(0.38291344, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:50.068477,600,1562828690,68289995,map,0,1,47.0590881667,15.45798,405.2,"(0.39137536000000006, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:51.064438,601,1562828691,64311981,map,0,1,47.0590883333,15.4579808333,405.4,"(0.3999297600000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:52.067916,602,1562828692,67717075,map,0,1,47.0590886667,15.4579808333,405.5,"(0.3999297600000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:53.068704,603,1562828693,68551063,map,0,1,47.059089,15.4579803333,405.7,"(0.39137536000000006, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:54.067737,604,1562828694,67608118,map,0,1,47.0590891667,15.4579798333,405.8,"(0.38291344, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:55.067555,605,1562828695,67430973,map,0,1,47.0590895,15.4579791667,406.0,"(0.3745440000000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:56.067863,606,1562828696,67684888,map,0,1,47.0590898333,15.4579783333,406.0,"(0.3662670400000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:04:57.067952,607,1562828697,67789077,map,0,1,47.0590901667,15.4579776667,406.1,"(0.44555625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:58.067748,608,1562828698,67615985,map,0,1,47.0590906667,15.4579775,406.1,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:04:59.067834,609,1562828699,67600965,map,0,1,47.059091,15.4579771667,406.2,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:00.070977,610,1562828700,70807933,map,0,1,47.059091,15.4579763333,406.3,"(0.35808256000000005, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:05:01.068869,611,1562828701,68747997,map,0,1,47.059091,15.457976,406.5,"(0.42211008999999994, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:05:02.063692,612,1562828702,63369035,map,0,1,47.0590906667,15.4579768333,406.4,"(0.43164900000000006, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:05:03.068854,613,1562828703,68545103,map,0,1,47.0590908333,15.457978,406.2,"(0.3745440000000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:05:04.067576,614,1562828704,67326068,map,0,1,47.0590908333,15.4579781667,406.1,"(0.3745440000000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:05:05.068976,615,1562828705,68706035,map,0,1,47.059092,15.4579803333,405.8,"(0.3662670400000001, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:05:06.068624,616,1562828706,68430900,map,0,1,47.059094,15.457984,405.7,"(0.40335201, 0.0, 0.0, 0.0, 0.6448090000000001, 0.0, 0.0, 0.0, 136.42239999999998)",1
2019/07/11/09:05:07.071198,617,1562828707,70894956,map,0,1,47.0590958333,15.4579866667,405.7,"(0.34199103999999997, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:05:08.068596,618,1562828708,68447113,map,0,1,47.0590963333,15.4579875,405.6,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:09.065276,619,1562828709,65079927,map,0,1,47.0590958333,15.4579856667,405.7,"(0.41602500000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:10.068495,620,1562828710,68353891,map,0,1,47.0590951667,15.4579836667,405.7,"(0.34199103999999997, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:05:11.069610,621,1562828711,69329977,map,0,1,47.0590945,15.4579825,405.7,"(0.34199103999999997, 0.0, 0.0, 0.0, 0.5595040000000001, 0.0, 0.0, 0.0, 118.37440000000002)",1
2019/07/11/09:05:12.068948,622,1562828712,68689107,map,0,1,47.0590943333,15.4579825,405.6,"(0.40640624999999997, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:13.067232,623,1562828713,67054033,map,0,1,47.0590956667,15.4579853333,405.6,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:14.067083,624,1562828714,66976070,map,0,1,47.0590971667,15.4579896667,405.5,"(0.42575624999999995, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:15.069961,625,1562828715,69504022,map,0,1,47.0590976667,15.457991,405.5,"(0.43560000000000004, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:16.068737,626,1562828716,68607091,map,0,1,47.0590976667,15.4579911667,405.5,"(0.44555625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:17.068063,627,1562828717,67876100,map,0,1,47.0590985,15.4579945,405.5,"(0.45562500000000006, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:18.068252,628,1562828718,67994117,map,0,1,47.0590981667,15.4579955,405.4,"(0.44555625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:19.069408,629,1562828719,69224119,map,0,1,47.0590983333,15.4579963333,405.4,"(0.45562500000000006, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:20.065721,630,1562828720,65506935,map,0,1,47.0590983333,15.4579973333,405.3,"(0.45562500000000006, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:21.069308,631,1562828721,69188117,map,0,1,47.0590978333,15.457998,405.3,"(0.46580625, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:22.069422,632,1562828722,69271087,map,0,1,47.0590978333,15.4579988333,405.3,"(0.4761000000000001, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:23.068580,633,1562828723,68378925,map,0,1,47.0590975,15.4579995,405.2,"(0.48650625000000003, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:24.068091,634,1562828724,67977905,map,0,1,47.0590971667,15.4580001667,405.2,"(0.49702499999999994, 0.0, 0.0, 0.0, 0.6806250000000001, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:25.069843,635,1562828725,69694995,map,0,1,47.0590968333,15.458001,405.1,"(0.5076562499999999, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:26.069280,636,1562828726,68959951,map,0,1,47.0590966667,15.4580015,405.0,"(0.5184, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:27.068932,637,1562828727,68768024,map,0,1,47.0590965,15.4580021667,404.9,"(0.5184, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:28.068862,638,1562828728,68684101,map,0,1,47.0590961667,15.4580028333,404.8,"(0.5292562500000001, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:29.068123,639,1562828729,68005084,map,0,1,47.0590961667,15.4580035,404.7,"(0.540225, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
2019/07/11/09:05:30.068316,640,1562828730,68187952,map,0,1,47.059096,15.458004,404.6,"(0.540225, 0.0, 0.0, 0.0, 0.8099999999999998, 0.0, 0.0, 0.0, 144.0)",1
