,time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.child_frame_id,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.position.z,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w,.pose.covariance,.twist.twist.linear.x,.twist.twist.linear.y,.twist.twist.linear.z,.twist.twist.angular.x,.twist.twist.angular.y,.twist.twist.angular.z,.twist.covariance,yaw
613,2019/07/11/09:07:30.448504,613,1562828849,411420263,odom,base_link,20.4095086669,-14.6564280185,0.13862899123199998,-0.054867497203699996,0.116466120615,-0.30953704194299997,0.942131636325,"(0.0008128826157189906, 0.0006532726110890508, -7.21779142622836e-05, 8.281203008664306e-06, -9.642348231864162e-06, -8.998342309496365e-06, 0.0006532712141051888, 0.0009004753082990646, 0.00011280598118901253, 1.0422043487778865e-05, -2.2402691683964804e-06, -2.0297846276662312e-05, -7.217809616122395e-05, 0.00011280553007964045, 0.0005439639207907021, 4.754790552397026e-07, 1.8695260223466903e-05, -2.364087777095847e-06, 8.281181180791464e-06, 1.042201529344311e-05, 4.754840574605623e-07, 6.397913239197806e-07, -2.9580156990505202e-08, -3.977170592861512e-08, -9.64234732236946e-06, -2.2402907688956475e-06, 1.86952584044775e-05, -2.9580405680462718e-08, 8.579651762374851e-07, 2.736432946903733e-08, -8.998296834761277e-06, -2.029781353485305e-05, -2.3640932340640575e-06, -3.977176632474766e-08, 2.7363808996483385e-08, 7.128725201255293e-07)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.6517206296249967
614,2019/07/11/09:07:31.334922,614,1562828850,344812263,odom,base_link,20.4778716228,-15.138088072999999,0.0365711391277,-0.061577094574499995,0.135025232118,-0.28723305805300003,0.946294678457,"(4.6684053813805804e-05, 1.3806657079840079e-05, -1.8050859580398537e-05, 2.1578541975486587e-07, -9.487106922279054e-07, 5.353384153750085e-07, 1.3806673450744711e-05, 2.5876875952235423e-05, -4.304538379074074e-06, 1.1733581573025731e-07, -2.6058688717967016e-07, -6.303631607806892e-07, -1.8050874132313766e-05, -4.304542017052881e-06, 2.7797625079983845e-05, -3.1062128869052685e-07, 1.129521706388914e-06, -1.903822095528085e-07, 2.1579005249350303e-07, 1.1733823157555889e-07, -3.1062296557138325e-07, 1.0056515975520597e-07, 1.7678704722356997e-08, 1.9415198337924267e-08, -9.487114311923506e-07, -2.605870292882173e-07, 1.1295212516415631e-06, 1.7678797092912646e-08, 8.418688679512343e-08, -3.054162922566661e-09, 5.353378469408199e-07, -6.303633881543647e-07, -1.903818542814406e-07, 1.941519123249691e-08, -3.05413627721407e-09, 4.8940982821932266e-08)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.611793949826889
615,2019/07/11/09:07:32.219858,615,1562828851,211578263,odom,base_link,20.5217636561,-15.204918801500002,0.0217131507718,-0.0610036355126,0.132888054811,-0.279699859485,0.948887406359,"(7.799463674018625e-06, 5.515566954272799e-07, -2.319932718819473e-06, 1.1739415661793373e-08, -1.643728637645836e-07, 1.5272922837539227e-07, 5.515547627510387e-07, 4.648723461286863e-06, 1.07127345927438e-06, 1.2542900051926154e-08, 3.202411491542989e-08, -1.7739533575422683e-07, -2.3199345378088765e-06, 1.0712723224060028e-06, 5.78207618673332e-06, -4.7887251497513716e-08, 2.356262456260083e-07, -8.07034226113501e-08, 1.1739262006926765e-08, 1.254296844166447e-08, -4.78870028075562e-08, 2.483820971121986e-08, 5.373363975991197e-09, 6.907301841607705e-09, -1.6437289218629303e-07, 3.2024068730152067e-08, 2.356261319391706e-07, 5.3733555382962095e-09, 1.8899717346698708e-08, -1.7312560274262978e-09, 1.527291715319734e-07, -1.773953073325174e-07, -8.070328050280295e-08, 6.907312499748741e-09, -1.731249588132755e-09, 1.5559722399416387e-08)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5950013812731869
616,2019/07/11/09:07:33.241017,616,1562828852,144974263,odom,base_link,21.2065830013,-14.5775594214,1.1171063464,-0.046950319607199996,0.160651405814,-0.284210906241,0.9440396994149999,"(0.0020570424385368824, 0.0016254346119239926, 0.00038554114871658385, 3.0948083349358058e-06, -1.5402827102661831e-06, -2.322305772395339e-05, 0.0016254305373877287, 0.002456161892041564, 0.0005970851052552462, 9.650912033976056e-06, 1.0813731933012605e-05, -6.592019053641707e-05, 0.0003855405666399747, 0.000597086560446769, 0.0020453829783946276, -3.266888961661607e-05, 6.890291842864826e-05, -1.5554636775050312e-05, 3.09488495986443e-06, 9.650992069509812e-06, -3.266891508246772e-05, 3.501317223708611e-06, -5.094232164992718e-07, 3.0362551228790835e-07, -1.5403104498545872e-06, 1.0813736480486114e-05, 6.890286749694496e-05, -5.094213975098683e-07, 3.125574039586354e-06, -2.7502824195835274e-07, -2.3222906747832894e-05, -6.5920154156629e-05, -1.555460039526224e-05, 3.0362653546944784e-07, -2.7502824195835274e-07, 2.5891183668136364e-06)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.6115073883384006
617,2019/07/11/09:07:34.194116,617,1562828853,144987263,odom,base_link,14.2882782394,-13.433490476500001,0.17608816884700002,-0.07736042049030001,0.134802548861,-0.311210087282,0.9375456894130001,"(0.0008095279335975647, 0.0005374473403207958, -4.565106428344734e-05, -8.519328730471898e-06, -1.4556861060555093e-05, -5.28823056811234e-06, 0.0005374461179599166, 0.0009173414437100291, 2.8971946449019015e-05, -2.447093265800504e-06, -7.480650310753845e-06, -2.4308994397870265e-05, -4.565065319184214e-05, 2.8972317522857338e-05, 0.0003940075694117695, 6.7363025664235465e-06, 1.7413836758350953e-05, 2.727905666688457e-06, -8.519290531694423e-06, -2.447072120048688e-06, 6.736333489243407e-06, 1.8451146388542838e-06, 7.236384362840909e-07, 4.808179596693662e-07, -1.4556809219357092e-05, -7.4806348493439145e-06, 1.7413847672287375e-05, 7.236372994157136e-07, 1.505450654804008e-06, 3.327036779410264e-07, -5.288200554787181e-06, -2.4308983483933844e-05, 2.727914306888124e-06, 4.808173912351776e-07, 3.3270333688051323e-07, 1.1741644811991137e-06)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.6655201511092154
618,2019/07/11/09:07:35.154245,618,1562828854,78379263,odom,base_link,14.3363029513,-13.4955312191,0.169465465614,-0.07541437196100001,0.135008958781,-0.288966149787,0.944766541442,"(4.147756953898352e-06, 9.257926194550237e-07, 1.0390117921588171e-07, -1.728115783805606e-08, -3.341392229572193e-08, 2.9369475740281814e-08, 9.257943816010084e-07, 4.43218868895201e-06, 7.662281973352947e-07, 2.2094599483324373e-09, 7.992669304179856e-10, -9.470082318330242e-08, 1.0390048288400067e-07, 7.662277425879438e-07, 2.3231734758155653e-06, 4.4999620030239385e-08, 9.816989177124924e-08, 8.356748071314257e-10, -1.7281170272553936e-08, 2.209460614466252e-09, 4.4999652004662494e-08, 5.578766337777097e-09, 3.771642553829224e-09, 9.239485287970695e-10, -3.341398269185447e-08, 7.992583261895447e-10, 9.816982071697566e-08, 3.7716385570263355e-09, 6.40362740611522e-09, 6.596136969960753e-10, 2.9369504161991244e-08, -9.470082318330242e-08, 8.356904612760729e-10, 9.239483622636158e-10, 6.596150292637049e-10, 3.5773752848911045e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.6180977471995939
619,2019/07/11/09:07:36.132885,619,1562828855,78523263,odom,base_link,14.3362138345,-13.495535090599999,0.169023200935,-0.07541437196100001,0.135008958781,-0.288966149787,0.944766541442,"(2.955898992240691e-07, 7.118092781865926e-08, -8.677979934645919e-08, -4.32415525608576e-09, -6.126704921172177e-09, -4.6362558236978657e-10, 7.118092781865926e-08, 1.4499764233733003e-07, -8.899979420107229e-09, -1.7008974229071327e-09, -1.7591638146186028e-09, -3.5909133444533836e-09, -8.67797638193224e-08, -8.900027381741893e-09, 1.0392500371381175e-07, 3.100101064745786e-09, 5.333598451784383e-09, 5.777746614477053e-10, -4.324146818390773e-09, -1.7008976449517377e-09, 3.100094847496848e-09, 6.411105535342188e-10, 3.1749000650727055e-10, 1.4774070855594346e-10, -6.126691598495881e-09, -1.759161927239461e-09, 5.3335957872491235e-09, 3.1749017304072424e-10, 4.690405841500933e-10, 7.652482814091144e-11, -4.6361647854098464e-10, -3.5909113460519393e-09, 5.777720524235974e-10, 1.4774058365585319e-10, 7.652467548524555e-11, 2.2087631723621826e-10)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.6180977471995939
620,2019/07/11/09:07:37.204915,620,1562828856,11908263,odom,base_link,14.3691226973,-13.553694975099999,0.146760115765,-0.0695391933519,0.14079587994200002,-0.263353399212,0.951832867631,"(4.247727247275179e-06, 1.2113243883504765e-06, -1.3767402151643182e-06, -5.363086330589795e-08, -9.259965594310415e-08, -2.6897477578557982e-09, 1.2113255252188537e-06, 2.1305786503944546e-06, -2.563407974776055e-07, -2.6780300643736155e-08, -3.3431984292064953e-08, -4.880655879446749e-08, -1.3767415794063709e-06, -2.563405701039301e-07, 1.5677583178330678e-06, 3.6526259350466717e-08, 7.953693170748011e-08, 7.0654051498308945e-09, -5.363126120982997e-08, -2.678040722514652e-08, 3.6526262903180395e-08, 8.75312800019401e-09, 4.597711544818139e-09, 2.0259061095373454e-09, -9.25997483136598e-08, -3.3431948764928165e-08, 7.953691039119803e-08, 4.59770888028288e-09, 7.100054766340236e-09, 1.1527886423223777e-09, -2.6898305804934353e-09, -4.8806608532458995e-08, 7.065396712135907e-09, 2.0259061095373454e-09, 1.1527888643669826e-09, 3.0050695265515515e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5650423154341333
621,2019/07/11/09:07:38.208553,621,1562828857,78553263,odom,base_link,14.3780477079,-13.5582832253,0.15138808240999999,-0.069099080118,0.142332434003,-0.2633485183,0.95163772165,"(7.551291218987899e-07, 4.162156699294428e-07, -1.49111585301398e-07, -1.1081122686107392e-08, -1.600591303940746e-08, -2.5903978961849816e-09, 4.1621569835115224e-07, 7.248679594340501e-07, -6.900276350307877e-09, -5.9621734216364075e-09, -7.043926331107286e-09, -1.9024806618972434e-08, -1.4911100265635469e-07, -6.899975701912808e-09, 4.429345210610336e-07, 1.0294789021259021e-08, 2.0668947442459285e-08, 2.5975983586334905e-09, -1.1081136008783687e-08, -5.962192073383221e-09, 1.0294767704976948e-08, 2.2874420135821083e-09, 9.814183909995222e-10, 5.991727114462719e-10, -1.6005964553755803e-08, -7.043963634600914e-09, 2.066893323160457e-08, 9.814198342894542e-10, 1.7291332810032145e-09, 3.188949937449337e-10, -2.5903987843634013e-09, -1.9024813724399792e-08, 2.597603021570194e-09, 5.991729334908769e-10, 3.188950492560849e-10, 1.088800050119687e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5654981813453656
622,2019/07/11/09:07:39.196876,622,1562828858,145327263,odom,base_link,14.3801245945,-13.5594103632,0.153385011111,-0.069099080118,0.142332434003,-0.2633485183,0.95163772165,"(1.7509480585431447e-06, 9.635235755922622e-07, -3.431555910538009e-07, -2.5724411045757734e-08, -3.721197927575304e-08, -6.099334814990698e-09, 9.63524030339613e-07, 1.6777335076767486e-06, -1.2952511063701877e-08, -1.3649930075132488e-08, -1.6294700699859277e-08, -4.40822418568132e-08, -3.431542836551671e-07, -1.2951814731820832e-08, 1.0232333806925453e-06, 2.374573959684767e-08, 4.7732321206694905e-08, 6.070581815009746e-09, -2.5724441243824003e-08, -1.3649976260410313e-08, 2.3745688082499328e-08, 5.287777327112053e-09, 2.269849197489293e-09, 1.3956822364491472e-09, -3.7212107173445474e-08, -1.6294785964987568e-08, 4.773228212684444e-08, 2.2698518620245522e-09, 4.002609355069353e-09, 7.449190153607788e-10, -6.099338367704377e-09, -4.408225962038159e-08, 6.070592917239992e-09, 1.3956827915606596e-09, 7.449192374053837e-10, 2.5293718231012008e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5654981813453656
623,2019/07/11/09:07:40.032713,623,1562828859,78711263,odom,base_link,14.4745628998,-13.6467723309,0.144030275763,-0.07219109283910001,0.142139990499,-0.259893069478,0.9523866135410001,"(5.631889962387504e-06, 3.145294840578572e-06, -1.1759867675209534e-06, -7.395735224235978e-08, -1.1806952215920319e-07, -2.0712716874982107e-08, 3.1452941584575456e-06, 5.522650099010207e-06, -1.811642391658097e-07, -4.075701909300733e-08, -5.749938836174806e-08, -1.4228834288587677e-07, -1.1759831295421463e-06, -1.8116314492999663e-07, 3.2527984785701847e-06, 6.822230602665513e-08, 1.4985835150582716e-07, 2.088132866617798e-08, -7.3956343271675e-08, -4.0756415131681933e-08, 6.822247655691172e-08, 1.6018187665167716e-08, 6.864718571364392e-09, 4.269536280077091e-09, -1.180697708491607e-07, -5.749959086642775e-08, 1.4985823781898944e-07, 6.864722568167281e-09, 1.2377689984077733e-08, 2.4416906274637995e-09, -2.071270621684107e-08, -1.4228838551844092e-07, 2.0881275375472796e-08, 4.269535391898671e-09, 2.4416877408839355e-09, 7.89307286197527e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5588130308941729
624,2019/07/11/09:07:41.028607,624,1562828859,945482263,odom,base_link,14.5709124531,-13.772230114700001,0.0981023164646,-0.0635251807545,0.144693629648,-0.260198120679,0.9525362160799999,"(7.152380021580029e-06, 6.2935905589256436e-06, -1.3904110574003425e-06, -5.1907790066252346e-08, -1.3637718154768663e-07, -8.426228248481493e-08, 6.29359919912531e-06, 1.0136973287444562e-05, -6.211305390024791e-07, -2.7616662734430975e-08, -9.197258776794115e-08, -2.4558846689615166e-07, -1.3904118532082066e-06, -6.211299705682904e-07, 4.325334884924814e-06, 5.3523798726473615e-08, 1.8182255701049144e-07, 2.61538026791186e-08, -5.190781138253442e-08, -2.761661832550999e-08, 5.352378096290522e-08, 1.702336049902442e-08, 6.257961260303091e-09, 4.230937822313763e-09, -1.3637732365623378e-07, -9.197257355708643e-08, 1.8182268490818387e-07, 6.25796481301677e-09, 1.35025750580553e-08, 2.982439406551407e-09, -8.426260933447338e-08, -2.455888648000837e-07, 2.6153774257409168e-08, 4.2309418191166515e-09, 2.982439628596012e-09, 1.0480928125389255e-08)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5584933558897859
625,2019/07/11/09:07:41.993578,625,1562828860,945498263,odom,base_link,14.6442500894,-13.820459438399999,0.08895278864880002,-0.0679432465014,0.13753366764,-0.261117984754,0.953040189897,"(3.1901495276542846e-06, 7.150122200982878e-07, -9.126979989559914e-07, -3.612777277339774e-08, -6.583065470522342e-08, -5.751179532609285e-09, 7.150124474719632e-07, 7.913653803370835e-07, -1.5121287333386135e-07, -1.2386865755331655e-08, -1.6637635269489692e-08, -2.022675715807054e-08, -9.126981694862479e-07, -1.512129159664255e-07, 7.989691539478372e-07, 2.1546753714574152e-08, 4.334853187515364e-08, 5.359563459705896e-09, -3.6127605795854834e-08, -1.2386805359199116e-08, 2.1546723516507882e-08, 6.281172471034324e-09, 2.5889168586701317e-09, 1.5851457924043189e-09, -6.58305410183857e-08, -1.6637599742352904e-08, 4.33485212170126e-08, 2.588919301160786e-09, 4.296406341808279e-09, 6.349139547445759e-10, -5.751168874468249e-09, -2.0226751829000023e-08, 5.359563903795106e-09, 1.5851459034266213e-09, 6.349139547445759e-10, 2.1087867008162675e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5588374189596753
626,2019/07/11/09:07:42.840765,626,1562828861,878884263,odom,base_link,14.999305117,-13.9984788597,0.0188890913584,-0.07336644403989999,0.147204393427,-0.268552351382,0.9491195214579999,"(1.760328268574085e-05, 2.3936290745041333e-06, -4.7031549001985695e-06, -1.447114641450753e-07, -2.8542322638713813e-07, 3.1068374539700017e-08, 2.3936277102620807e-06, 5.025766313337954e-06, -2.446329574468109e-07, -4.137817555260881e-08, -4.5339167087377064e-08, -1.33154699710758e-07, -4.703157628682675e-06, -2.4463400905005983e-07, 7.104162705218187e-06, 1.4896681932441425e-07, 3.1739739370095776e-07, 2.1898788560292815e-08, -1.4471159204276773e-07, -4.1378331872010676e-08, 1.4896691880039725e-07, 3.111711421865948e-08, 1.3948582733291914e-08, 6.3323430943285075e-09, -2.85423283230557e-07, -4.533919906180017e-08, 3.173975358095049e-07, 1.3948574739686137e-08, 2.284072131431003e-08, 2.5985080753798684e-09, 3.106825374743494e-08, -1.331548844518693e-07, 2.1898777902151778e-08, 6.332342650239298e-09, 2.5985107399151275e-09, 1.0359562097050912e-08)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5792276816097056
627,2019/07/11/09:07:43.809326,627,1562828862,745665263,odom,base_link,15.082580249000001,-14.1226526246,-0.0276258643005,-0.0785785426382,0.136199822871,-0.272421090965,0.949242735071,"(8.458117918053176e-06, 2.330612232981366e-06, -1.5255203607011936e-06, -5.539628844530853e-08, -1.2880889244115679e-07, -1.5845461831531793e-08, 2.330611096112989e-06, 5.197063728701323e-06, -1.4258275768952444e-06, -3.765658007637285e-08, -9.346287299649703e-08, -1.3057551484507712e-07, -1.5255180869644391e-06, -1.4258267810873804e-06, 2.617933432702557e-06, 5.138395309245425e-08, 1.2186684728021646e-07, 4.816988052880333e-08, -5.539598291193215e-08, -3.765653389109502e-08, 5.138394953974057e-08, 1.1128395982495931e-08, 4.86205209426771e-09, 3.543691562413187e-09, -1.2880903454970394e-07, -9.346295826162532e-08, 1.2186696096705418e-07, 4.862058755605858e-09, 9.47972722542545e-09, 3.0318940691387297e-09, -1.5845358802835108e-08, -1.3057554326678655e-07, 4.816991605594012e-08, 3.5436924505916068e-09, 3.03189318096031e-09, 6.577451472367102e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5842621592831021
628,2019/07/11/09:07:44.691752,628,1562828863,745670263,odom,base_link,15.1566753071,-14.1632932094,-0.030946437076099998,-0.07483483927010001,0.14563852565899998,-0.277879458057,0.94655806661,"(4.06074286729563e-06, -8.000407660802011e-07, -1.3130231479863141e-07, -1.915253378115267e-08, -2.409819899185095e-08, 4.506933137804481e-08, -8.000341154001944e-07, 8.143488230416551e-06, 2.6567470285954187e-06, 4.3263508331392586e-08, 7.789030576077494e-08, -1.9827116659598687e-07, -1.3129796627708856e-07, 2.6567488475848222e-06, 2.614717459437088e-06, 5.17612619432839e-08, 9.723400040684282e-08, -4.960842048262748e-08, -1.9152704311409252e-08, 4.326346569882844e-08, 5.176120154715136e-08, 4.5711674445669814e-09, 2.7264521751391158e-09, -2.6955709886422596e-10, -2.4098062212374316e-08, 7.789023470650136e-08, 9.723385829829567e-08, 2.726450842871486e-09, 5.009554548962569e-09, -1.33966571169708e-09, 4.506928874548066e-08, -1.982712944936793e-07, -4.9608402719059086e-08, -2.6955798704264566e-10, -1.3396687092992465e-09, 6.07447780964776e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5986372980017027
629,2019/07/11/09:07:45.509508,629,1562828864,612436263,odom,base_link,15.158658730099999,-14.1656215617,-0.0288045000158,-0.07483483927010001,0.14563852565899998,-0.277879458057,0.94655806661,"(4.904614456791023e-07, -2.0783829768333817e-07, 2.2705403779355038e-08, -1.8615333718940974e-09, -1.771120472504606e-09, 9.096902786609462e-09, -2.0783836873761175e-07, 9.683030839369167e-07, 2.0264089073407376e-07, 3.979757412508889e-09, 5.778154399393998e-09, -2.5402535186458408e-08, 2.2705707536374575e-08, 2.0264127442715107e-07, 2.2965774348904233e-07, 2.987083247418809e-09, 8.023218533992349e-09, -3.4156384387529215e-09, -1.8614916275083715e-09, 3.979743201654173e-09, 2.987087022177093e-09, 3.0270450035452257e-10, 1.7151778608504031e-10, -4.049104454506569e-11, -1.7711110356088966e-09, 5.778155731661627e-09, 8.023219422170769e-09, 1.7151789710734278e-10, 3.9748063174194215e-10, -9.484425744776814e-11, 9.096924102891535e-09, -2.540255472638364e-08, -3.4156228956305767e-09, -4.049155802321458e-11, -9.484401458648151e-11, 7.92030774299235e-10)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5986372980017027
630,2019/07/11/09:07:46.459448,630,1562828865,412460263,odom,base_link,15.158928945,-14.1659107875,-0.0271151467673,-0.07483483927010001,0.14563852565899998,-0.277879458057,0.94655806661,"(1.6316870414812001e-06, -6.914567620697198e-07, 7.574540461519064e-08, -6.199631918946125e-09, -5.895344656892121e-09, 3.025862227445941e-08, -6.914567620697198e-07, 3.2218906653724844e-06, 6.741746005900495e-07, 1.3258063980003953e-08, 1.9225860015126273e-08, -8.452030897387885e-08, 7.574641358587542e-08, 6.741759648321022e-07, 7.64191895541444e-07, 9.942968226539506e-09, 2.66940372029012e-08, -1.1359353457862653e-08, -6.199492030845022e-09, 1.3258017794726129e-08, 9.942980661037382e-09, 1.0073281098144093e-09, 5.707658234932467e-10, -1.350136946687286e-10, -5.895312682469012e-09, 1.922586889691047e-08, 2.669403897925804e-08, 5.707662120713053e-10, 1.3223991901512022e-09, -3.154902450397401e-10, 3.025869688144667e-08, -8.452038002815243e-08, -1.135930283169273e-08, -1.3501536000326553e-10, -3.1548944012804725e-10, 2.6351956172732116e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5986372980017027
