,time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.child_frame_id,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.position.z,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w,.pose.covariance,.twist.twist.linear.x,.twist.twist.linear.y,.twist.twist.linear.z,.twist.twist.angular.x,.twist.twist.angular.y,.twist.twist.angular.z,.twist.covariance,yaw
251,2019/07/11/09:00:14.678016,251,1562828413,451552263,odom,base_link,23.8552207433,-14.685884568199999,0.22054686891800002,-0.0224019422397,0.153239064048,-0.182221885401,0.9709846171359999,"(2.7448489703374435e-08, 1.1002277977567587e-09, -8.847723442784172e-09, -8.8985263602126e-10, -4.979884837830184e-10, -2.988470859666137e-10, 1.1002280198013636e-09, 9.882597851174069e-09, -2.9929773937009685e-11, -1.485912060061878e-09, 1.830537249558617e-10, -1.7848982292179016e-09, -8.847724330962592e-09, -2.992964209802551e-11, 1.1267479393950453e-08, 2.0016009683043734e-10, 1.7151396969339316e-09, 7.432419957265068e-11, -8.89852413976655e-10, -1.4859131702849027e-09, 2.0015972213016653e-10, 1.4754431010288727e-09, -1.460099680050675e-10, 4.805831288479112e-10, -4.979880396938086e-10, 1.8305368332249827e-10, 1.7151396969339316e-09, -1.4600989861612845e-10, 7.324484352366767e-10, -2.9031041459681717e-11, -2.988472525000674e-10, -1.7848986733071115e-09, 7.432419263375678e-11, 4.8058307333676e-10, -2.903106574581038e-11, 6.419901832366293e-10)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.38640843668633146
252,2019/07/11/09:00:15.831161,252,1562828414,584927263,odom,base_link,23.8545894867,-14.686138613099999,0.21933627246399998,-0.0224019422397,0.153239064048,-0.182221885401,0.9709846171359999,"(2.910520002785688e-08, 1.1664101906561086e-09, -9.381554200160735e-09, -9.435749959152417e-10, -5.280413883923529e-10, -3.1690414181717586e-10, 1.1664106347453185e-09, 1.047913755769514e-08, -3.162388406696692e-11, -1.575590324875975e-09, 1.9412285667819162e-10, -1.8926533673635504e-09, -9.381555088339155e-09, -3.162374181964189e-11, 1.194743504129292e-08, 2.1224942636788313e-10, 1.8186656625118758e-09, 7.880703034590653e-11, -9.435748848929393e-10, -1.5755913240766972e-09, 2.122490377898245e-10, 1.5644763262656625e-09, -1.5482584658776943e-10, 5.09594810793601e-10, -5.280409998142943e-10, 1.941228150448282e-10, 1.8186654404672709e-09, -1.54825804954406e-10, 7.766551846088987e-10, -3.0789724936308716e-11, -3.1690430835062955e-10, -1.89265425554197e-09, 7.880702340701262e-11, 5.095945887489961e-10, -3.078975269188433e-11, 6.807436836453462e-10)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.38640843668633146
253,2019/07/11/09:00:17.080973,253,1562828415,718430263,odom,base_link,23.9786875932,-14.7333657693,0.198563871519,-0.0231078067146,0.151668108147,-0.18322726746800003,0.9710255314339999,"(3.8631401366728824e-07, 3.155110661623439e-08, -1.172714476638248e-07, -9.778939435989287e-09, -8.850391530756951e-09, -3.992531638630226e-09, 3.155111372166175e-08, 1.052611651175539e-07, -4.680658083344724e-09, -9.975640757886595e-09, 8.919536775842118e-10, -1.5672627640128667e-08, -1.1727148319096159e-07, -4.680660747879983e-09, 1.280142356563374e-07, 2.04977923523586e-09, 1.6619257081629257e-08, 8.233221326925388e-10, -9.778934995097188e-09, -9.975647863313952e-09, 2.049776348655996e-09, 1.181142916806266e-08, -1.0691858509659369e-09, 3.643731094626901e-09, -8.850402188897988e-09, 8.919530669615483e-10, 1.66192499762019e-08, -1.0691855178990295e-09, 5.811457093329864e-09, -1.9885962321275485e-10, -3.9925320827194355e-09, -1.5672632969199185e-08, 8.233225212705975e-10, 3.643730872582296e-09, -1.9885981750178416e-10, 5.016782989031299e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.3883614472652481
254,2019/07/11/09:00:18.618205,254,1562828416,985080263,odom,base_link,24.421691779,-14.9573138516,0.0637734133728,-0.0122309962101,0.155807401698,-0.132377719763,0.978800590324,"(4.816308774024947e-06, 1.5059861198096769e-06, -1.5696439277235186e-06, -7.84005660392495e-09, -1.3656969599651347e-07, -3.168739226566686e-08, 1.5059853240018128e-06, 1.2906161828141194e-06, -5.361579837881436e-07, -3.387774327734405e-08, -5.1403450385123506e-08, -9.902432651642812e-08, -1.5696443824708695e-06, -5.361584385354945e-07, 1.3419943343251362e-06, -1.4352334432032876e-08, 1.2685566730397113e-07, 1.6517516243652608e-08, -7.839962457012462e-09, -3.3877704197493586e-08, -1.435235308377969e-08, 5.8077048947779986e-08, 4.513566409514169e-09, 1.6529877910897994e-08, -1.3656992337018892e-07, -5.1403542755679155e-08, 1.2685572414739e-07, 4.513569518138638e-09, 2.704297408229195e-08, 4.239846251863355e-09, -3.1687314105965925e-08, -9.902426967300926e-08, 1.6517496703727375e-08, 1.6529877910897994e-08, 4.239843587328096e-09, 2.1781549008892398e-08)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.27943473074995495
255,2019/07/11/09:00:19.788282,255,1562828418,518601263,odom,base_link,24.4231259279,-14.955534421900001,0.0653762628729,-0.0125631514413,0.155568049464,-0.132694772047,0.978791523606,"(1.9113194582587312e-08, 3.881244770020942e-10, -7.654727518513482e-09, -4.723565982800437e-10, -5.216778675709577e-10, -2.385126263160231e-10, 3.8812442149094295e-10, 6.357014470381728e-09, 2.480384508896094e-10, -9.37921851296153e-10, 2.0225709995713714e-10, -1.103123925538796e-09, -7.654731071227161e-09, 2.4803797904482394e-10, 8.73817107560626e-09, 9.180606969083627e-11, 1.275260785860155e-09, 5.128124053871419e-12, -4.723565982800437e-10, -9.37921407206943e-10, 9.180573662392888e-11, 1.0346254963877755e-09, -1.3524756314886588e-10, 3.5433109224491943e-10, -5.216777565486552e-10, 2.0225689179032003e-10, 1.27526056381555e-09, -1.3524753539329026e-10, 5.260281654706489e-10, -6.222318493787071e-11, -2.3851254304929626e-10, -1.1031233704272836e-09, 5.127953183609035e-12, 3.5433125877837313e-10, -6.222323351012804e-11, 4.091978700326848e-10)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.2801617236752089
256,2019/07/11/09:00:21.053513,256,1562828419,718626263,odom,base_link,24.4244407608,-14.9541941849,0.0653487298542,-0.0124894771297,0.154826458666,-0.131576923372,0.979060924506,"(4.96325327503655e-08, 1.1934705446137173e-09, -1.9854470068025876e-08, -1.1923629861243512e-09, -1.3823144850988456e-09, -6.104775018833664e-10, 1.1934717658590444e-09, 1.6344969822057465e-08, 5.488081100679665e-10, -2.3488406775129533e-09, 4.945511777876277e-10, -2.801238130345496e-09, -1.9854470068025876e-08, 5.488084431348739e-10, 2.225333517458239e-08, 2.2533395982460291e-10, 3.2369447122704287e-09, 1.7155533937884826e-11, -1.1923628751020487e-09, -2.3488408995575583e-09, 2.2533384880230045e-10, 2.608691707095545e-09, -3.3537198018684933e-10, 8.923972116825496e-10, -1.3823137079427283e-09, 4.945510667653252e-10, 3.2369447122704287e-09, -3.353720634535762e-10, 1.3236627349755281e-09, -1.530795351589731e-10, -6.104776684168201e-10, -2.801237908300891e-09, 1.7155568632354345e-11, 8.923973782160033e-10, -1.530795490367609e-10, 1.0308793818580853e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.2776822750270282
257,2019/07/11/09:00:22.566061,257,1562828420,985372263,odom,base_link,24.425755263200003,-15.011682363599999,0.0658735205598,-6.06430813374e-05,0.15538539350299999,-0.034440631019,0.987253371097,"(5.044918225394213e-07, 1.5622151749994373e-07, -2.0645001086450065e-07, 5.893158405712029e-09, -1.705617869163234e-08, 1.4095966616167743e-09, 1.5622153171079844e-07, 1.5574161693621136e-07, -6.861800727619993e-08, -1.3499707129938088e-08, -8.837404585904096e-09, -1.77020993419319e-08, -2.0645009612962895e-07, -6.861802148705465e-08, 1.9033670639601041e-07, -1.0684827245199813e-08, 2.2631835960851276e-08, -7.09782010943627e-10, 5.89315574117677e-09, -1.3499704465402829e-08, -1.0684826357021393e-08, 1.9128233219589674e-08, 1.6842770511615868e-09, 6.624775839014774e-09, -1.705618224434602e-08, -8.837406362260936e-09, 2.2631832408137598e-08, 1.684277606273099e-09, 8.29114110700857e-09, 1.2090559664557077e-09, 1.4095804523606148e-09, -1.7702111776429774e-08, -7.09777681073831e-10, 6.624777615371613e-09, 1.209056743611825e-09, 6.739309998948784e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.07152986675545356
258,2019/07/11/09:00:24.142918,258,1562828422,452140263,odom,base_link,24.520504994,-14.5929460514,-0.07330079088769999,0.00250886585606,0.142060869362,0.07774471781489999,0.986796926343,"(5.883289486519061e-05, 1.6907379176700488e-05, -2.06392342079198e-05, 2.2549911591340788e-06, -1.2725015494652325e-06, 2.0694608338089893e-07, 1.6907377357711084e-05, 1.3942585610493552e-05, -7.650388397451025e-06, 9.252078569943478e-08, -8.680586915943422e-07, -1.3404970786723425e-06, -2.0639230569940992e-05, -7.65038566896692e-06, 1.7983620637096465e-05, -1.197993356072402e-06, 1.8758363466986339e-06, 1.3795394693261187e-07, 2.2549909317604033e-06, 9.251998278614337e-08, -1.1979934697592398e-06, 1.311884034294053e-06, 3.701478874518216e-07, 3.507907706534752e-07, -1.272501322091557e-06, -8.680587484377611e-07, 1.8758365740723093e-06, 3.7014774534327444e-07, 7.954128022902296e-07, 1.7949848540865787e-07, 2.069467086585064e-07, -1.3404971923591802e-06, 1.3795374798064586e-07, 3.5079082749689405e-07, 1.7949849961951259e-07, 4.730472653591278e-07)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.1612693861583998
259,2019/07/11/09:00:25.586966,259,1562828424,52160263,odom,base_link,24.522113601999997,-14.5890663845,-0.07732049905560001,0.00250886585606,0.142060869362,0.07774471781489999,0.986796926343,"(9.999999747378752e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999999747378752e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999999747378752e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024999999441206455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024999999441206455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024999999441206455)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.1612693861583998
260,2019/07/11/09:00:26.819111,260,1562828425,518926263,odom,base_link,24.5137221678,-14.5743138537,-0.0828165894415,0.0024750536026999998,0.140576449614,0.068713242875,0.987679414677,"(1.8584448469027848e-07, -7.261039769446143e-09, -7.277102298530735e-08, 1.8200669860135577e-09, -5.230736732642072e-09, 1.205417987648616e-09, -7.26104820714113e-09, 7.057284534539576e-08, -1.4130518977140127e-08, -4.99474195336802e-09, -2.051361747135161e-09, -6.69560318300455e-09, -7.277100166902528e-08, -1.413051364806961e-08, 8.799135287063109e-08, 1.0156113727788352e-09, 7.832581694344753e-09, 9.109976661925145e-10, 1.820063211255274e-09, -4.99474417381407e-09, 1.0156172569608657e-09, 5.522317270134636e-09, 1.1906280406037695e-09, 1.3346146410242454e-09, -5.230734068106813e-09, -2.0513624132689756e-09, 7.832584358880013e-09, 1.190627929581467e-09, 2.1756139112483197e-09, 4.219156413132197e-10, 1.205417987648616e-09, -6.69560362709376e-09, 9.109982213040269e-10, 1.3346150851134553e-09, 4.21915474779766e-10, 2.0098653852329562e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.1424815333336018
261,2019/07/11/09:00:27.915874,261,1562828426,719066263,odom,base_link,24.5112341234,-14.5734748999,-0.0839346875187,0.00245917319091,0.14045630740999998,0.0685424326593,0.9877084150200001,"(3.786424258578336e-07, -1.1198426186354027e-08, -1.4854663277219515e-07, 4.09200717754743e-09, -1.0468658828699517e-08, 2.7247644140970806e-09, -1.1198435068138224e-08, 1.4346412058330316e-07, -3.126357484006803e-08, -1.0076200318565043e-08, -4.540241960171443e-09, -1.3569816381675537e-08, -1.4854663277219515e-07, -3.126357484006803e-08, 1.805616705041757e-07, 1.8035742899158436e-09, 1.6058079310710127e-08, 1.8342124485926092e-09, 4.092003624833751e-09, -1.0076201206743463e-08, 1.80358494805688e-09, 1.119027182028276e-08, 2.5567397088366306e-09, 2.6774578110178027e-09, -1.0468658828699517e-08, -4.540241516082233e-09, 1.6058082863423806e-08, 2.556738820658211e-09, 4.52938042627693e-09, 8.991905553479285e-10, 2.7247648581862904e-09, -1.3569814605318697e-08, 1.8342123375703068e-09, 2.6774575889731977e-09, 8.991901667698698e-10, 4.077844284466892e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.14211590444702657
262,2019/07/11/09:00:29.377635,262,1562828427,852459263,odom,base_link,24.5642086338,-14.5912679433,-0.097887328116,0.00749961344991,0.139411572254,0.116415665137,0.9833389864290001,"(6.37430275673978e-07, 5.796024282744838e-08, -2.5105572376560303e-07, 1.2115499714582256e-08, -1.5399431063656266e-08, 6.784598660658503e-09, 5.7960207300311595e-08, 2.3697035089753626e-07, -9.2821061059567e-08, -1.4973467798995443e-08, -1.2705317686823037e-08, -2.108782481968774e-08, -2.5105566692218417e-07, -9.282108948127643e-08, 2.90614224240926e-07, -2.1423085527771946e-11, 2.4992960589997892e-08, 3.5386993335606576e-09, 1.2115513925436971e-08, -1.497345003542705e-08, -2.1435714314677057e-11, 1.7444785171960575e-08, 5.611008546679841e-09, 4.8390558227140446e-09, -1.5399413300087872e-08, -1.2705307028682e-08, 2.499293927371582e-08, 5.611007658501421e-09, 7.795353695883023e-09, 2.3262525239431397e-09, 6.784616868316107e-09, -2.108779639797831e-08, 3.538679793635424e-09, 4.839055378624835e-09, 2.32625119167551e-09, 6.424496490353704e-09)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.24249555489934113
263,2019/07/11/09:00:30.527492,263,1562828429,252476263,odom,base_link,24.564508305700002,-14.5877249646,-0.0975649091021,0.0076389232394499995,0.139233253833,0.11572710517000001,0.9834444493760001,"(1.2922829917272338e-08, -6.114657113975852e-10, -5.218709020482493e-09, 7.445092459201774e-11, -4.351525806356449e-10, 2.335002677322784e-11, -6.114660444644926e-10, 5.172348771509405e-09, -1.028019003257441e-09, -3.96072757924415e-10, -1.3518003383339305e-10, -5.595814367431728e-10, -5.218708576393283e-09, -1.028019003257441e-09, 6.425225240747068e-09, 1.2129564019858208e-10, 6.325693857611725e-10, 1.0540174288919957e-10, 7.445095234759336e-11, -3.960731465024736e-10, 1.212954875429162e-10, 4.126065600296158e-10, 6.710509925511587e-11, 1.0997042165783455e-10, -4.351526083912205e-10, -1.3518003383339305e-10, 6.3256927473887e-10, 6.71051478273732e-11, 1.6588275197904068e-10, 2.8210659502869717e-11, 2.334996605790618e-11, -5.595808261205093e-10, 1.0540170125583614e-10, 1.0997038002447113e-10, 2.82106317472941e-11, 1.723583220591962e-10)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2410859476638652
264,2019/07/11/09:00:31.651711,264,1562828430,452627263,odom,base_link,24.5645175047,-14.5863126678,-0.0971752903017,0.00775610303444,0.139128260681,0.115589124483,0.983474617998,"(3.3317064662696794e-08, -1.595591880843017e-09, -1.344689248838904e-08, 1.9472870538272957e-10, -1.1200833593960624e-09, 6.458567014533401e-11, -1.5955939902667637e-09, 1.3362582151899005e-08, -2.655900166459446e-09, -1.0202286793159487e-09, -3.4975020102301357e-10, -1.4436448703136762e-09, -1.34468907120322e-08, -2.6559012766824708e-09, 1.657428505552616e-08, 3.114871693910004e-10, 1.6312560191522607e-09, 2.709510671383697e-10, 1.9472916334972723e-10, -1.0202295674943684e-09, 3.114866142794881e-10, 1.0626757251941399e-09, 1.737086863240478e-10, 2.829127765391348e-10, -1.120083026329155e-09, -3.497504230676185e-10, 1.6312564632414706e-09, 1.7370878346856244e-10, 4.277815324194023e-10, 7.28717156062153e-11, 6.45860240289231e-11, -1.443645536447491e-09, 2.7095115040509654e-10, 2.82912693272408e-10, 7.287168785063969e-11, 4.438929779304601e-10)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.24082007091468594
265,2019/07/11/09:00:32.758578,265,1562828431,586002263,odom,base_link,24.5645033958,-14.5853235745,-0.09668964202460001,0.00775610303444,0.139128260681,0.115589124483,0.983474617998,"(4.2199381766749866e-08, -2.0498251984690796e-09, -1.702270502335068e-08, 2.471707005735624e-10, -1.4178658247487874e-09, 8.414548224866536e-11, -2.0498285291381535e-09, 1.6947545589118818e-08, -3.358592071123212e-09, -1.2914833646959778e-09, -4.423636734696146e-10, -1.8293049297568587e-09, -1.7022703246993842e-08, -3.3585942915692613e-09, 2.0992402482988837e-08, 3.9477363045214986e-10, 2.0657484611774635e-09, 3.42626038651872e-10, 2.471715887519821e-10, -1.2914842528743975e-09, 3.9477290880718385e-10, 1.34515976135674e-09, 2.2007459743456081e-10, 3.5800584718970185e-10, -1.4178651586149726e-09, -4.4236411755882443e-10, 2.0657489052666733e-09, 2.2007470845686328e-10, 5.41618083715889e-10, 9.223009161951623e-11, 8.414632185482773e-11, -1.829307150202908e-09, 3.4262628845205256e-10, 3.580057361673994e-10, 9.223007080283452e-11, 5.619317233751531e-10)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.24082007091468594
266,2019/07/11/09:00:33.874486,266,1562828432,652659263,odom,base_link,24.5646147894,-14.5845991002,-0.09639897518930002,0.00765015986703,0.138994095556,0.115605159401,0.9834925335629999,"(4.4752216155075075e-08, -2.1719865905822644e-09, -1.805256566456137e-08, 2.6239874162392596e-10, -1.5035397371576664e-09, 8.945166135587712e-11, -2.171990809429758e-09, 1.797259585600841e-08, -3.563047190624502e-09, -1.3696092038273378e-09, -4.693558874890869e-10, -1.9399626349780874e-09, -1.8052562111847692e-08, -3.5630496331151562e-09, 2.2262881316237326e-08, 4.1834263830864415e-10, 2.190760017839466e-09, 3.633099099342729e-10, 2.6239962980234566e-10, -1.36961020302806e-09, 4.183418611525269e-10, 1.4265140180214075e-09, 2.334569204620607e-10, 3.7964570376303186e-10, -1.5035391820461541e-09, -4.693564426005992e-10, 2.190760461928676e-09, 2.3345705923993876e-10, 5.744218434244885e-10, 9.783647503258663e-11, 8.945254953429682e-11, -1.9399648554241367e-09, 3.633101874900291e-10, 3.796455927407294e-10, 9.783646115479883e-11, 5.95917537538071e-10)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.24080760177881322
267,2019/07/11/09:00:35.343613,267,1562828433,786173263,odom,base_link,24.481542883400003,-14.6379180909,-0.00470694457202,0.0173014469063,0.14272725086,0.146790983082,0.978663373731,"(1.0231527994619682e-05, 3.908413077624573e-07, -4.194592747808201e-06, 1.0589466370447553e-07, -3.3597504511817533e-07, 3.7987632595104515e-08, 3.9084079617168754e-07, 4.063203959958628e-06, -1.3329373587112059e-06, -3.579174006063113e-07, -2.0386002574923623e-07, -4.56092209333292e-07, -4.194593657302903e-06, -1.3329378134585568e-06, 5.140174835105427e-06, 9.913871679145814e-08, 5.27950589912507e-07, 1.0635729097430158e-07, 1.0589489818357833e-07, -3.579172584977641e-07, 9.913832599295347e-08, 3.568956117305788e-07, 8.977916365893179e-08, 1.0087638457889625e-07, -3.3597470405766217e-07, -2.0386005417094566e-07, 5.279501351651561e-07, 8.977923471320537e-08, 1.4898868982982094e-07, 3.825026695380984e-08, 3.7987721412946485e-08, -4.5609218091158255e-07, 1.0635712754947235e-07, 1.0087637747346889e-07, 3.8250256295668805e-08, 1.4056456620892277e-07)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.3087963612134922
268,2019/07/11/09:00:36.626846,268,1562828435,252811263,odom,base_link,24.3899426527,-14.7092937702,-0.00474425496035,0.021026868373400003,0.135930279145,0.161897119147,0.977174576434,"(1.2524791600299068e-05, -1.404747536071227e-06, -5.328578026819741e-06, -2.2221737339123138e-08, -5.088233479000337e-07, -1.7135278085333994e-08, -1.4047484455659287e-06, 5.788991984445602e-06, -6.371042786668113e-07, -4.938522693009872e-07, -1.2912762770156405e-07, -7.226014417938131e-07, -5.328580755303847e-06, -6.371041649799736e-07, 6.6986926867684815e-06, 2.145057891311808e-07, 7.211563115561148e-07, 1.629118600021684e-07, -2.2221646744924328e-08, -4.938522124575684e-07, 2.1450581755289022e-07, 5.096505333312962e-07, 8.631089087884902e-08, 1.4631491751515568e-07, -5.088234047434526e-07, -1.2912755664729048e-07, 7.211561410258582e-07, 8.631087666799431e-08, 1.8842965232579445e-07, 4.1886110579980596e-08, -1.713499031552601e-08, -7.226016691674886e-07, 1.6291183158045897e-07, 1.4631490330430097e-07, 4.188610347455324e-08, 2.308749174062541e-07)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.3399984222458954
