,Week,GPSTime,Latitude,Longitude,H-Ell,X-ECEF,Y-ECEF,Z-ECEF,VNorth,VEast,VUp,VX-ECEF,VY-ECEF,VZ-ECEF,SD-VX-ECE,SD-VY-ECE,SD-VZ-ECE,Heading,HdngSD,Roll,RollSD,Pitch,PitchSD,SDX-ECEF,SDY-ECEF,SDZ-ECEF,AmbStatus,HDOP,PDOP,VDOP,Easting,Northing,UTC
14124,2061,370611.5,47.0591869502,15.4584366321,405.135,4195669.889,1160285.204,4646546.364,-0.005,-0.014,-0.003,0.005,-0.013,-0.005,0.001,0.001,0.001,-76.909059173,0.0187950656,4.7256527618,0.0008290857,-2.3470413937,0.0008310389,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.376,5211843.337,1562828193.5
14125,2061,370611.6,47.059186945,15.4584366055,405.136,4195669.89,1160285.202,4646546.364,-0.005,-0.014,-0.003,0.005,-0.013,-0.006,0.001,0.001,0.001,-76.911488514,0.0187950358,4.7248735392,0.0008293957,-2.3461303908,0.0008314008,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.374,5211843.337,1562828193.6
14126,2061,370611.7,47.0591869395,15.4584365787,405.136,4195669.891,1160285.2,4646546.364,-0.006,-0.015,-0.003,0.006,-0.013,-0.006,0.001,0.001,0.001,-76.9135912691,0.018795006,4.7242260969,0.0008297089,-2.34559754,0.0008317658,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.372,5211843.336,1562828193.7
14127,2061,370611.8,47.0591869332,15.4584365511,405.136,4195669.893,1160285.198,4646546.364,-0.006,-0.015,-0.003,0.007,-0.014,-0.006,0.001,0.001,0.001,-76.9142387114,0.0187949762,4.7227192179,0.0008300251,-2.3458439119,0.0008321342,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.37,5211843.335,1562828193.8
14128,2061,370611.9,47.0591869266,15.4584365234,405.137,4195669.894,1160285.197,4646546.363,-0.006,-0.015,-0.003,0.007,-0.013,-0.006,0.001,0.001,0.001,-76.9136256466,0.0187949445,4.7222608517,0.0008303442,-2.3466403232,0.0008325051,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.368,5211843.335,1562828193.9
14129,2061,370612,47.0591869202,15.4584364959,405.137,4195669.895,1160285.195,4646546.363,-0.007,-0.016,-0.002,0.007,-0.014,-0.006,0.001,0.001,0.001,-76.913946503,0.0187949147,4.7223582545,0.0008306658,-2.3456319175,0.0008328787,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.366,5211843.334,1562828194
14130,2061,370612.1,47.0591869131,15.4584364672,405.138,4195669.897,1160285.193,4646546.363,-0.007,-0.015,-0.002,0.008,-0.014,-0.006,0.001,0.001,0.001,-76.9138491001,0.0187948849,4.7210977474,0.0008309903,-2.3460329879,0.0008332549,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.363,5211843.333,1562828194.1
14131,2061,370612.2,47.0591869059,15.4584364383,405.138,4195669.898,1160285.191,4646546.363,-0.007,-0.016,-0.002,0.008,-0.014,-0.007,0.001,0.001,0.001,-76.9138032635,0.0187948551,4.721252446,0.0008313177,-2.3460788246,0.0008336339,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.361,5211843.332,1562828194.2
14132,2061,370612.3,47.0591868986,15.4584364085,405.138,4195669.899,1160285.189,4646546.362,-0.007,-0.016,-0.002,0.008,-0.015,-0.007,0.001,0.001,0.001,-76.9134021931,0.0187948234,4.7206451107,0.0008316482,-2.3461074725,0.000834016,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.359,5211843.331,1562828194.3
14133,2061,370612.4,47.059186891,15.4584363785,405.139,4195669.901,1160285.187,4646546.362,-0.007,-0.017,-0.002,0.009,-0.015,-0.006,0.001,0.001,0.001,-76.9128808015,0.0187947936,4.7202325811,0.0008319827,-2.3464455176,0.0008344018,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.357,5211843.331,1562828194.4
14134,2061,370612.5,47.0591868833,15.4584363477,405.139,4195669.902,1160285.185,4646546.362,-0.008,-0.017,-0.002,0.009,-0.016,-0.006,0.001,0.001,0.001,-76.9124682719,0.0187947638,4.7198544289,0.0008323209,-2.3460272584,0.0008347913,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.354,5211843.33,1562828194.5
14135,2061,370612.6,47.0591868754,15.4584363162,405.14,4195669.904,1160285.183,4646546.362,-0.008,-0.017,-0.002,0.009,-0.016,-0.007,0.001,0.001,0.001,-76.9126115113,0.018794734,4.7190350993,0.0008326632,-2.3459814217,0.0008351849,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.352,5211843.329,1562828194.6
14136,2061,370612.7,47.0591868673,15.4584362843,405.14,4195669.906,1160285.181,4646546.361,-0.008,-0.018,-0.002,0.009,-0.016,-0.007,0.001,0.001,0.001,-76.9123250324,0.0187947024,4.7186512176,0.0008330092,-2.3461876865,0.0008355821,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.35,5211843.328,1562828194.7
14137,2061,370612.8,47.0591868591,15.4584362515,405.141,4195669.907,1160285.179,4646546.361,-0.008,-0.019,-0.001,0.01,-0.017,-0.007,0.001,0.001,0.001,-76.912697455,0.0187946726,4.7184220345,0.0008333591,-2.3465257316,0.000835983,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.347,5211843.327,1562828194.8
14138,2061,370612.9,47.0591868507,15.4584362183,405.141,4195669.909,1160285.177,4646546.361,-0.008,-0.019,-0.001,0.01,-0.017,-0.007,0.001,0.001,0.001,-76.913064148,0.0187946428,4.7180839894,0.0008337124,-2.3464340584,0.000836387,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.345,5211843.326,1562828194.9
14139,2061,370613,47.0591868423,15.458436185,405.142,4195669.911,1160285.175,4646546.361,-0.009,-0.02,-0.001,0.01,-0.018,-0.007,0.001,0.001,0.001,-76.9131844691,0.018794613,4.7176714597,0.000834069,-2.3464970838,0.0008367941,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.342,5211843.325,1562828195
14140,2061,370613.1,47.0591868336,15.4584361503,405.142,4195669.912,1160285.172,4646546.36,-0.009,-0.02,-0.001,0.011,-0.018,-0.007,0.001,0.001,0.001,-76.9134251114,0.0187945813,4.7176084344,0.0008344289,-2.3465658387,0.0008372044,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.339,5211843.324,1562828195.1
14141,2061,370613.2,47.0591868246,15.4584361152,405.143,4195669.914,1160285.17,4646546.36,-0.009,-0.021,-0.001,0.011,-0.019,-0.007,0.001,0.001,0.001,-76.9138720185,0.0187945515,4.7167031611,0.0008347924,-2.3469325317,0.0008376178,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.337,5211843.323,1562828195.2
14142,2061,370613.3,47.0591868155,15.4584360791,405.143,4195669.916,1160285.168,4646546.36,-0.009,-0.021,-0.001,0.011,-0.019,-0.007,0.001,0.001,0.001,-76.9140782833,0.0187945217,4.7164854371,0.0008351596,-2.3467434556,0.0008380346,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.334,5211843.322,1562828195.3
14143,2061,370613.4,47.0591868062,15.4584360428,405.144,4195669.918,1160285.165,4646546.359,-0.009,-0.021,-0.001,0.012,-0.019,-0.007,0.001,0.001,0.001,-76.914502272,0.0187944919,4.7163880343,0.000835531,-2.34695545,0.0008384553,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.331,5211843.321,1562828195.4
14144,2061,370613.5,47.0591867968,15.4584360059,405.144,4195669.919,1160285.163,4646546.359,-0.009,-0.022,-0.001,0.012,-0.02,-0.007,0.001,0.001,0.001,-76.9146225932,0.0187944621,4.7157291328,0.0008359067,-2.3474424641,0.00083888,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.328,5211843.32,1562828195.5
14145,2061,370613.6,47.0591867872,15.4584359682,405.145,4195669.921,1160285.16,4646546.359,-0.01,-0.022,-0.001,0.012,-0.02,-0.007,0.001,0.001,0.001,-76.9149491791,0.0187944323,4.7149384511,0.0008362865,-2.3476945655,0.0008393087,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.326,5211843.319,1562828195.6
14146,2061,370613.7,47.0591867774,15.4584359302,405.145,4195669.923,1160285.158,4646546.358,-0.01,-0.023,-0.001,0.012,-0.02,-0.007,0.001,0.001,0.001,-76.9152814946,0.0187944006,4.715007206,0.0008366706,-2.3472476585,0.0008397412,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.323,5211843.318,1562828195.7
14147,2061,370613.8,47.0591867674,15.4584358914,405.146,4195669.925,1160285.155,4646546.358,-0.01,-0.023,0,0.013,-0.021,-0.007,0.001,0.001,0.001,-76.9162440637,0.0187943708,4.7143597637,0.0008370588,-2.3475513261,0.0008401776,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.32,5211843.317,1562828195.8
14148,2061,370613.9,47.0591867573,15.4584358522,405.146,4195669.927,1160285.153,4646546.358,-0.01,-0.024,0,0.013,-0.021,-0.007,0.001,0.001,0.001,-76.9162440637,0.018794341,4.7139243158,0.0008374506,-2.3478721825,0.0008406172,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.317,5211843.315,1562828195.9
14149,2061,370614,47.0591867473,15.458435813,405.147,4195669.929,1160285.15,4646546.357,-0.01,-0.024,-0.001,0.013,-0.022,-0.007,0.001,0.001,0.001,-76.9165133539,0.0187943093,4.713649296,0.0008378461,-2.3484909769,0.0008410601,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.314,5211843.314,1562828196
14150,2061,370614.1,47.0591867368,15.4584357725,405.148,4195669.931,1160285.148,4646546.357,-0.011,-0.024,-0.001,0.014,-0.022,-0.008,0.001,0.001,0.001,-76.917069123,0.0187942795,4.7133398988,0.0008382456,-2.3490811234,0.0008415064,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.311,5211843.313,1562828196.1
14151,2061,370614.2,47.059186726,15.4584357316,405.148,4195669.933,1160285.145,4646546.357,-0.011,-0.025,0,0.014,-0.022,-0.008,0.001,0.001,0.001,-76.9171149596,0.0187942497,4.7128815326,0.0008386487,-2.3489894502,0.0008419559,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.308,5211843.312,1562828196.2
14152,2061,370614.3,47.0591867151,15.45843569,405.149,4195669.935,1160285.142,4646546.356,-0.011,-0.026,0,0.014,-0.023,-0.008,0.001,0.001,0.001,-76.9178941822,0.0187942199,4.7128070481,0.0008390557,-2.3488920473,0.000842409,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.305,5211843.311,1562828196.3
14153,2061,370614.4,47.059186704,15.4584356479,405.149,4195669.937,1160285.14,4646546.356,-0.011,-0.026,0,0.015,-0.023,-0.008,0.001,0.001,0.001,-76.9179342892,0.0187941883,4.7122971156,0.000839467,-2.3492988474,0.0008428658,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.301,5211843.309,1562828196.4
14154,2061,370614.5,47.0591866927,15.4584356053,405.15,4195669.94,1160285.137,4646546.355,-0.011,-0.026,0,0.015,-0.023,-0.008,0.001,0.001,0.001,-76.918398385,0.0187941585,4.7121309579,0.0008398825,-2.3497973207,0.0008433264,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.298,5211843.308,1562828196.5
14155,2061,370614.6,47.0591866812,15.4584355619,405.151,4195669.942,1160285.134,4646546.355,-0.012,-0.027,0,0.015,-0.024,-0.008,0.001,0.001,0.001,-76.9188395625,0.0187941287,4.7117814536,0.0008403023,-2.3498030502,0.0008437908,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.295,5211843.307,1562828196.6
14156,2061,370614.7,47.0591866695,15.4584355181,405.151,4195669.944,1160285.131,4646546.355,-0.012,-0.027,0,0.016,-0.024,-0.008,0.001,0.001,0.001,-76.9194067908,0.0187940989,4.7112944395,0.0008407261,-2.3500608812,0.0008442588,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.292,5211843.306,1562828196.7
14157,2061,370614.8,47.0591866577,15.4584354737,405.152,4195669.946,1160285.128,4646546.354,-0.012,-0.028,0,0.016,-0.024,-0.008,0.001,0.001,0.001,-76.9196359739,0.0187940672,4.7109678535,0.000841154,-2.3498947235,0.0008447302,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.288,5211843.304,1562828196.8
14158,2061,370614.9,47.0591866456,15.4584354286,405.153,4195669.948,1160285.125,4646546.354,-0.012,-0.028,0,0.016,-0.025,-0.008,0.001,0.001,0.001,-76.9200542331,0.0187940393,4.7108704507,0.0008415857,-2.3499119122,0.0008452052,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.285,5211843.303,1562828196.9
14159,2061,370615,47.0591866337,15.4584353837,405.153,4195669.951,1160285.123,4646546.353,-0.012,-0.029,0,0.016,-0.025,-0.008,0.001,0.001,0.001,-76.9206042725,0.0187940076,4.7105782422,0.0008420213,-2.3505536249,0.0008456835,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.281,5211843.302,1562828197
14160,2061,370615.1,47.0591866212,15.4584353374,405.154,4195669.953,1160285.12,4646546.353,-0.013,-0.029,0,0.017,-0.026,-0.008,0.001,0.001,0.001,-76.9214407909,0.0187939778,4.710119876,0.0008424609,-2.3508057264,0.000846165,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.278,5211843.3,1562828197.1
14161,2061,370615.2,47.0591866085,15.4584352909,405.155,4195669.956,1160285.117,4646546.352,-0.013,-0.029,0.001,0.017,-0.026,-0.008,0.001,0.001,0.001,-76.9220939628,0.018793948,4.7098563154,0.0008429043,-2.3511781489,0.00084665,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.274,5211843.299,1562828197.2
14162,2061,370615.3,47.0591865956,15.458435244,405.155,4195669.958,1160285.114,4646546.352,-0.013,-0.03,0.001,0.018,-0.026,-0.008,0.001,0.001,0.001,-76.9229591291,0.0187939182,4.7092088731,0.0008433518,-2.3511781489,0.0008471385,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.271,5211843.297,1562828197.3
14163,2061,370615.4,47.0591865826,15.4584351967,405.156,4195669.96,1160285.11,4646546.351,-0.013,-0.03,0.001,0.018,-0.026,-0.009,0.001,0.001,0.001,-76.9240763968,0.0187938865,4.7084812167,0.0008438033,-2.350811456,0.0008476301,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.267,5211843.296,1562828197.4
14164,2061,370615.5,47.0591865696,15.4584351494,405.157,4195669.963,1160285.107,4646546.351,-0.013,-0.03,0.001,0.018,-0.026,-0.008,0.001,0.001,0.001,-76.9274854957,0.0187938567,4.7072264391,0.0008442586,-2.3510635574,0.0008481253,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.264,5211843.294,1562828197.5
14165,2061,370615.6,47.0591865563,15.4584351017,405.158,4195669.965,1160285.104,4646546.351,-0.014,-0.03,0.001,0.018,-0.026,-0.009,0.001,0.001,0.001,-76.9296856536,0.0187938269,4.7073983265,0.0008447178,-2.3499176418,0.0008486237,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.26,5211843.293,1562828197.6
14166,2061,370615.7,47.0591865424,15.4584350534,405.158,4195669.968,1160285.101,4646546.35,-0.014,-0.031,0.001,0.019,-0.027,-0.009,0.001,0.001,0.001,-76.9303502846,0.0187937953,4.7058799883,0.0008451808,-2.3514588983,0.0008491253,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.256,5211843.291,1562828197.7
14167,2061,370615.8,47.0591865282,15.4584350048,405.159,4195669.97,1160285.098,4646546.349,-0.014,-0.031,0.001,0.019,-0.027,-0.009,0.001,0.001,0.001,-76.9305966565,0.0187937655,4.7058284221,0.0008456475,-2.3514875462,0.00084963,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.253,5211843.29,1562828197.8
14168,2061,370615.9,47.0591865138,15.4584349557,405.16,4195669.973,1160285.095,4646546.349,-0.015,-0.031,0.001,0.019,-0.027,-0.009,0.001,0.001,0.001,-76.9308029213,0.0187937357,4.7051752502,0.0008461182,-2.3513213884,0.0008501381,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.249,5211843.288,1562828197.9
14169,2061,370616,47.0591864993,15.4584349068,405.161,4195669.976,1160285.092,4646546.348,-0.015,-0.031,0.001,0.02,-0.027,-0.009,0.001,0.001,0.001,-76.9310492932,0.0187937059,4.7049804446,0.0008465929,-2.351951642,0.0008506497,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.245,5211843.286,1562828198
14170,2061,370616.1,47.0591864843,15.4584348569,405.161,4195669.978,1160285.089,4646546.348,-0.015,-0.032,0.001,0.02,-0.027,-0.009,0.001,0.001,0.001,-76.9314159861,0.0187936742,4.7051695207,0.0008470718,-2.3513557659,0.0008511647,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.241,5211843.285,1562828198.1
14171,2061,370616.2,47.059186469,15.4584348069,405.162,4195669.981,1160285.085,4646546.347,-0.016,-0.032,0.002,0.021,-0.027,-0.01,0.001,0.001,0.001,-76.9319774848,0.0187936444,4.7048486643,0.0008475548,-2.3515792194,0.0008516832,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.238,5211843.283,1562828198.2
14172,2061,370616.3,47.0591864533,15.4584347569,405.163,4195669.984,1160285.082,4646546.347,-0.016,-0.032,0.001,0.021,-0.027,-0.01,0.001,0.001,0.001,-76.9320806172,0.0187936146,4.7050033629,0.0008480416,-2.3519172645,0.000852205,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.234,5211843.281,1562828198.3
14173,2061,370616.4,47.0591864374,15.4584347065,405.164,4195669.987,1160285.079,4646546.346,-0.016,-0.032,0.001,0.021,-0.028,-0.01,0.001,0.001,0.001,-76.9324186623,0.0187935848,4.7042699769,0.0008485322,-2.35224958,0.0008527298,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.23,5211843.279,1562828198.4
14174,2061,370616.5,47.059186421,15.4584346561,405.164,4195669.989,1160285.076,4646546.345,-0.017,-0.032,0.001,0.021,-0.027,-0.01,0.001,0.001,0.001,-76.9327280595,0.0187935531,4.7037371262,0.0008490261,-2.3527595125,0.0008532574,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.226,5211843.278,1562828198.5
14175,2061,370616.6,47.0591864044,15.4584346053,405.165,4195669.992,1160285.073,4646546.345,-0.017,-0.033,0.002,0.022,-0.028,-0.01,0.001,0.001,0.001,-76.9332379919,0.0187935252,4.7036053459,0.0008495234,-2.3526621096,0.0008537877,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.222,5211843.276,1562828198.6
14176,2061,370616.7,47.0591863875,15.4584345543,405.166,4195669.995,1160285.069,4646546.344,-0.018,-0.033,0.002,0.022,-0.028,-0.011,0.001,0.001,0.001,-76.9336333328,0.0187934935,4.7028261233,0.0008500239,-2.352398549,0.0008543206,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.219,5211843.274,1562828198.7
14177,2061,370616.8,47.0591863702,15.4584345034,405.167,4195669.998,1160285.066,4646546.343,-0.018,-0.033,0.002,0.022,-0.028,-0.011,0.001,0.001,0.001,-76.934011485,0.0187934637,4.7031412501,0.0008505278,-2.3527881603,0.0008548563,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.215,5211843.272,1562828198.8
14178,2061,370616.9,47.0591863526,15.458434452,405.168,4195670.001,1160285.063,4646546.343,-0.018,-0.033,0.002,0.023,-0.028,-0.011,0.001,0.001,0.001,-76.9340802399,0.0187934339,4.7027974754,0.000851036,-2.3531262054,0.0008553955,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.211,5211843.27,1562828198.9
14179,2061,370617,47.0591863348,15.4584344009,405.169,4195670.004,1160285.06,4646546.342,-0.019,-0.033,0.002,0.023,-0.028,-0.011,0.001,0.001,0.001,-76.93394273,0.0187934041,4.7024651599,0.0008515486,-2.3530746392,0.0008559385,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.207,5211843.268,1562828199
14180,2061,370617.1,47.0591863165,15.4584343492,405.169,4195670.007,1160285.057,4646546.341,-0.019,-0.034,0.002,0.024,-0.028,-0.011,0.001,0.001,0.001,-76.9342807751,0.0187933724,4.7025740218,0.0008520657,-2.3531433942,0.0008564853,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.203,5211843.266,1562828199.1
14181,2061,370617.2,47.0591862978,15.4584342973,405.17,4195670.01,1160285.053,4646546.34,-0.019,-0.033,0.002,0.024,-0.028,-0.012,0.001,0.001,0.001,-76.934458392,0.0187933426,4.7027115317,0.0008525872,-2.3530803688,0.0008570359,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.199,5211843.264,1562828199.2
14182,2061,370617.3,47.0591862787,15.4584342454,405.171,4195670.013,1160285.05,4646546.339,-0.02,-0.034,0.002,0.024,-0.028,-0.012,0.001,0.001,0.001,-76.9347506005,0.018793311,4.7024995373,0.0008531129,-2.3533267407,0.0008575901,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.195,5211843.262,1562828199.3
14183,2061,370617.4,47.0591862593,15.4584341931,405.172,4195670.016,1160285.047,4646546.339,-0.02,-0.034,0.002,0.025,-0.028,-0.012,0.001,0.001,0.001,-76.9349797836,0.018793283,4.7022646246,0.0008536418,-2.3531663125,0.0008581468,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.191,5211843.259,1562828199.4
14184,2061,370617.5,47.0591862396,15.4584341409,405.173,4195670.02,1160285.044,4646546.338,-0.021,-0.034,0.002,0.025,-0.028,-0.012,0.001,0.001,0.001,-76.9349683245,0.0187932514,4.702109926,0.0008541737,-2.3534871689,0.0008587058,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.187,5211843.257,1562828199.5
14185,2061,370617.6,47.0591862194,15.4584340884,405.174,4195670.023,1160285.04,4646546.337,-0.021,-0.034,0.002,0.025,-0.028,-0.013,0.001,0.001,0.001,-76.93489384,0.0187932216,4.7018406359,0.0008547084,-2.353825214,0.0008592669,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.183,5211843.255,1562828199.6
14186,2061,370617.7,47.0591861989,15.4584340356,405.175,4195670.026,1160285.037,4646546.336,-0.021,-0.034,0.002,0.026,-0.028,-0.013,0.001,0.001,0.001,-76.9353235583,0.0187931918,4.7018578246,0.000855246,-2.35401429,0.0008598301,0.029,0.028,0.028,Fixed,0.66,0.91,0.62,534814.179,5211843.253,1562828199.7
14187,2061,370617.8,47.059186178,15.4584339829,405.175,4195670.029,1160285.034,4646546.335,-0.022,-0.034,0.002,0.026,-0.028,-0.013,0.001,0.001,0.001,-76.9356787921,0.0187931601,4.7017890697,0.0008557865,-2.3541632591,0.0008603958,0.029,0.028,0.027,Fixed,0.66,0.91,0.62,534814.175,5211843.25,1562828199.8
14188,2061,370617.9,47.0591861783,15.4584339827,405.175,4195670.029,1160285.034,4646546.335,-0.022,-0.034,0.002,0.026,-0.028,-0.013,0.001,0.001,0.001,-76.935667333,0.0187931303,4.7018177176,0.0008563325,-2.3540715858,0.0008609663,0.029,0.028,0.027,Fixed,0.66,0.91,0.62,534814.175,5211843.25,1562828199.9
14189,2061,370618,47.0591861568,15.4584339302,405.176,4195670.033,1160285.031,4646546.334,-0.023,-0.034,0.003,0.027,-0.028,-0.014,0.001,0.001,0.001,-76.9355699302,0.0187931005,4.7016343711,0.0008568845,-2.3541689886,0.0008615422,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200
14190,2061,370618.1,47.059186157,15.4584339307,405.176,4195670.033,1160285.031,4646546.334,-0.023,-0.035,0.003,0.027,-0.029,-0.014,0.001,0.001,0.001,-76.9358564091,0.0187930707,4.7011358978,0.0008574424,-2.3547247577,0.0008621233,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200.1
14191,2061,370618.2,47.0591861571,15.4584339313,405.176,4195670.033,1160285.031,4646546.334,-0.024,-0.035,0.002,0.028,-0.029,-0.014,0.001,0.001,0.001,-76.9357532767,0.0187930409,4.7011588161,0.0008580064,-2.3547018394,0.0008627098,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200.2
14192,2061,370618.3,47.0591861572,15.4584339318,405.176,4195670.033,1160285.031,4646546.334,-0.024,-0.035,0.002,0.028,-0.029,-0.015,0.001,0.001,0.001,-76.9356616034,0.0187930111,4.7009410921,0.0008585757,-2.3552117718,0.000863301,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200.3
14193,2061,370618.4,47.0591861573,15.4584339323,405.176,4195670.033,1160285.031,4646546.334,-0.024,-0.036,0.003,0.028,-0.029,-0.015,0.001,0.001,0.001,-76.9357475471,0.0187929813,4.7004254301,0.0008591479,-2.3547705943,0.0008638944,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200.4
14194,2061,370618.5,47.0591861573,15.4584339324,405.176,4195670.033,1160285.031,4646546.334,-0.025,-0.036,0.003,0.029,-0.029,-0.015,0.001,0.001,0.001,-76.9361371584,0.0187929515,4.700671802,0.0008597224,-2.3556873268,0.0008644896,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200.5
14195,2061,370618.6,47.0591861573,15.4584339324,405.176,4195670.033,1160285.031,4646546.334,-0.025,-0.036,0.003,0.029,-0.03,-0.015,0.001,0.001,0.001,-76.9359595415,0.0187929217,4.7005457513,0.0008602993,-2.3560482902,0.0008650864,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200.6
14196,2061,370618.7,47.0591861573,15.4584339324,405.176,4195670.033,1160285.031,4646546.334,-0.026,-0.037,0.003,0.03,-0.03,-0.015,0.001,0.001,0.001,-76.9363205049,0.0187928937,4.7003222977,0.0008608783,-2.3559394282,0.0008656848,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200.7
14197,2061,370618.8,47.0591861573,15.4584339324,405.176,4195670.033,1160285.031,4646546.334,-0.026,-0.037,0.003,0.03,-0.03,-0.016,0.001,0.001,0.001,-76.9363835302,0.0187928621,4.7005285625,0.0008614593,-2.3563290395,0.0008662845,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200.8
14198,2061,370618.9,47.0591861573,15.4584339324,405.176,4195670.033,1160285.031,4646546.334,-0.026,-0.037,0.003,0.031,-0.03,-0.016,0.001,0.001,0.001,-76.9367559528,0.0187928341,4.70015614,0.0008620413,-2.3562201775,0.0008668846,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828200.9
14199,2061,370619,47.0591861573,15.4584339324,405.176,4195670.033,1160285.031,4646546.334,-0.028,-0.038,0.003,0.031,-0.03,-0.017,0.001,0.001,0.001,-76.9433793449,0.0187928043,4.6990216835,0.0008626239,-2.3563061212,0.000867485,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828201
14200,2061,370619.1,47.0591861573,15.4584339324,405.176,4195670.033,1160285.031,4646546.334,-0.027,-0.038,0.003,0.031,-0.03,-0.016,0.001,0.001,0.001,-76.9453044831,0.0187927745,4.6826751976,0.0008632072,-2.3708134126,0.0008680857,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828201.1
14201,2061,370619.2,47.0591861573,15.4584339324,405.176,4195670.033,1160285.031,4646546.334,-0.025,-0.036,0.003,0.029,-0.03,-0.015,0.001,0.001,0.001,-76.9469832494,0.0187927447,4.698729475,0.0008637912,-2.3565582226,0.0008686864,0.028,0.028,0.027,Fixed,0.66,0.91,0.62,534814.171,5211843.248,1562828201.2
